symbol,isin,stock_name,issuer_name,face_value,country,industry,outstanding_shares,
M&M,INE101A01026,Mahindra & Mahindra Limited,Mahindra & Mahindra Limited,5,INDIA,AUTOMOBILE,#N/A,
M&MFIN,INE774D01024,Mahindra & Mahindra Financial Services Limited,Mahindra & Mahindra Financial Services Limited,2,INDIA,FINANCIAL SERVICES,#N/A,
M100,INF247L01023,,,,INDIA,,#N/A,
M14RG,INF903JA1971,,,,INDIA,,#N/A,
M50,INF247L01536,,,,INDIA,,#N/A,
MAANALU,INE215I01019,Maan Aluminium Limited,Maan Aluminium Limited,10,INDIA,,#N/A,
MACPOWER,INE155Z01011,,,,INDIA,,#N/A,
MADHAV,INE925C01016,Madhav Marbles and Granites Limited,Madhav Marbles and Granites Limited,10,INDIA,,#N/A,
MADHUCON,INE378D01032,Madhucon Projects Limited,Madhucon Projects Limited,1,INDIA,,#N/A,
MADRASFERT,INE414A01015,Madras Fertilizers Limited,Madras Fertilizers Limited,10,INDIA,FERTILISERS & PESTICIDES,FERTILISERS,
MAGADSUGAR,INE347W01011,Magadh Sugar & Energy Limited,Magadh Sugar & Energy Limited,10,INDIA,CONSUMER GOODS,SUGAR,
MAGMA,INE511C01022,Magma Fincorp Limited,Magma Fincorp Limited,2,INDIA,FINANCIAL SERVICES,FINANCE - LEASING & HIRE PURCHASE,
MAGNUM,INE387I01016,Magnum Ventures Limited,Magnum Ventures Limited,10,INDIA,,#N/A,
MAHABANK,INE457A01014,Bank of Maharashtra,Bank of Maharashtra,10,INDIA,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,FINANCIAL SERVICES
MAHAPEXLTD,INE843B01013,,,,INDIA,,#N/A,
MAHASTEEL,INE451L01014,Mahamaya Steel Industries Limited,Mahamaya Steel Industries Limited,10,INDIA,METALS,#N/A,
MAHESHWARI,INE263W01010,,,,INDIA,,#N/A,
MAHICKRA,INE961Y01015,,,,INDIA,,#N/A,
MAHINDCIE,INE536H01010,Mahindra CIE Automotive Limited,Mahindra CIE Automotive Limited,10,INDIA,INDUSTRIAL MANUFACTURING,CASTINGS & FORGINGS,
MAHLIFE,INE813A01018,Mahindra Lifespace Developers Limited,Mahindra Lifespace Developers Limited,10,INDIA,CONSTRUCTION,CONSTRUCTION & CONTRACTING - CIVIL,CONSTRUCTION
MAHLOG,INE766P01016,,,,INDIA,,#N/A,
MAHSCOOTER,INE288A01013,Maharashtra Scooters Limited,Maharashtra Scooters Limited,10,INDIA,,#N/A,
MAHSEAMLES,INE271B01025,Maharashtra Seamless Limited,Maharashtra Seamless Limited,5,INDIA,,#N/A,
MAITHANALL,INE683C01011,Maithan Alloys Limited,Maithan Alloys Limited,10,INDIA,,#N/A,
MAJESCO,INE898S01029,Majesco Limited,Majesco Limited,5,INDIA,,#N/A,
MALUPAPER,INE383H01017,Malu Paper Mills Limited,Malu Paper Mills Limited,10,INDIA,,#N/A,
MANAKALUCO,INE859Q01017,Manaksia Aluminium Company Limited,Manaksia Aluminium Company Limited,1,INDIA,,#N/A,
MANAKCOAT,INE830Q01018,Manaksia Coated Metals & Industries Limited,Manaksia Coated Metals & Industries Limited,1,INDIA,METALS,#N/A,
MANAKSIA,INE015D01022,Manaksia Limited,Manaksia Limited,2,INDIA,,#N/A,
MANAKSTEEL,INE824Q01011,Manaksia Steels Limited,Manaksia Steels Limited,1,INDIA,METALS,#N/A,
MANALIPETC,INE201A01024,Manali Petrochemicals Limited,Manali Petrochemicals Limited,5,INDIA,CHEMICALS,CHEMICALS,
MANAPPURAM,INE522D01027,Manappuram Finance Limited,Manappuram Finance Limited,2,INDIA,FINANCIAL SERVICES,FINANCE - LEASING & HIRE PURCHASE,
MANDHANA,INE087J01010,Mandhana Industries Limited,Mandhana Industries Limited,10,INDIA,,#N/A,
MANGALAM,INE584F01014,Mangalam Drugs And Organics Limited,Mangalam Drugs And Organics Limited,10,INDIA,PHARMA,PHARMACEUTICALS,
MANGCHEFER,INE558B01017,Mangalore Chemicals & Fertilizers Limited,Mangalore Chemicals & Fertilizers Limited,10,INDIA,FERTILISERS & PESTICIDES,FERTILISERS,
MANGLMCEM,INE347A01017,Mangalam Cement Limited,Mangalam Cement Limited,10,INDIA,,#N/A,
MANGTIMBER,INE805B01012,Mangalam Timber Products Limited,Mangalam Timber Products Limited,10,INDIA,,#N/A,
MANINDS,INE993A01026,Man Industries (India) Limited,Man Industries (India) Limited,5,INDIA,,#N/A,
MANINFRA,INE949H01023,Man Infraconstruction Limited,Man Infraconstruction Limited,2,INDIA,CONSTRUCTION,CONSTRUCTION & CONTRACTING - CIVIL,
MANPASAND,INE122R01018,Manpasand Beverages Limited,Manpasand Beverages Limited,10,INDIA,CONSUMER GOODS,FOOD PROCESSING,
MANUGRAPH,INE867A01022,Manugraph India Limited,Manugraph India Limited,2,INDIA,,#N/A,
MARALOVER,INE882A01013,Maral Overseas Limited,Maral Overseas Limited,10,INDIA,,#N/A,
MARATHON,INE182D01020,Marathon Nextgen Realty Limited,Marathon Nextgen Realty Limited,10,INDIA,,#N/A,
MARICO,INE196A01026,Marico Limited,Marico Limited,1,INDIA,CONSUMER GOODS,PERSONAL CARE,
MARKSANS,INE750C01026,Marksans Pharma Limited,Marksans Pharma Limited,1,INDIA,PHARMA,PHARMACEUTICALS,
MARUTI,INE585B01010,Maruti Suzuki India Limited,Maruti Suzuki India Limited,5,INDIA,AUTOMOBILE,AUTO - CARS & JEEPS,
MASFIN,INE348L01012,MAS Financial Services Ltd.,MAS Financial Services Ltd.,,INDIA,FINANCIAL SERVICES,FINANCE - GENERAL,
MASTEK,INE759A01021,Mastek Limited,Mastek Limited,5,INDIA,,#N/A,
MATRIMONY,INE866R01028,Matrimony.Com Limited,Matrimony.Com Limited,5,INDIA,,#N/A,
MAWANASUG,INE636A01039,Mawana Sugars Limited,Mawana Sugars Limited,10,INDIA,CONSUMER GOODS,SUGAR,
MAXINDIA,INE153U01017,Max India Limited,Max India Limited,2,INDIA,HEALTHCARE SERVICES,MISCELLANEOUS,
MAXVIL,INE154U01015,Max Ventures and Industries Limited,Max Ventures and Industries Limited,10,INDIA,,#N/A,
MAYURUNIQ,INE040D01038,Mayur Uniquoters Ltd,Mayur Uniquoters Ltd,5,INDIA,,#N/A,
MAZDA,INE885E01034,Mazda Limited,Mazda Limited,10,INDIA,,#N/A,
MBECL,INE748A01016,Mcnally Bharat Engineering Company Limited,Mcnally Bharat Engineering Company Limited,10,INDIA,INDUSTRIAL MANUFACTURING,#N/A,
MBLINFRA,INE912H01013,MBL Infrastructures Limited,MBL Infrastructures Limited,10,INDIA,CONSTRUCTION,#N/A,
MCDHOLDING,INE836H01014,McDowell Holdings Limited,McDowell Holdings Limited,10,INDIA,,#N/A,
MCDOWELL-N,INE854D01024,United Spirits Limited,United Spirits Limited,10,INDIA,CONSUMER GOODS,#N/A,
MCL,INE813V01014,,,,INDIA,,#N/A,
MCLEODRUSS,INE942G01012,Mcleod Russel India Limited,Mcleod Russel India Limited,5,INDIA,CONSUMER GOODS,PLANTATIONS - TEA & COFFEE,
MCX,INE745G01035,Multi Commodity Exchange of India Limited,Multi Commodity Exchange of India Limited,10,INDIA,FINANCIAL SERVICES,MISCELLANEOUS,FINANCIAL SERVICES
MEGASOFT,INE933B01012,Megasoft Limited,Megasoft Limited,10,INDIA,,#N/A,
MEGH,INE974H01013,Meghmani Organics Limited,Meghmani Organics Limited,1,INDIA,,#N/A,
MENONBE,INE071D01033,Menon Bearings Limited,Menon Bearings Limited,1,INDIA,,#N/A,
MEP,INE776I01010,MEP Infrastructure Developers Limited,MEP Infrastructure Developers Limited,10,INDIA,CONSTRUCTION,#N/A,
MERCATOR,INE934B01028,Mercator Limited,Mercator Limited,1,INDIA,,#N/A,
MERCK,INE199A01012,Merck Limited,Merck Limited,10,INDIA,PHARMA,#N/A,
METALFORGE,INE425A01011,Metalyst Forgings Limited,Metalyst Forgings Limited,10,INDIA,METALS,#N/A,
METKORE,INE592I01029,Metkore Alloys & Industries Limited,Metkore Alloys & Industries Limited,2,INDIA,,#N/A,
MFSL,INE180A01020,Max Financial Services Limited,Max Financial Services Limited,2,INDIA,FINANCIAL SERVICES,FINANCE - INVESTMENTS,
MGL,INE002S01010,Mahanagar Gas Limited,Mahanagar Gas Limited,10,INDIA,ENERGY,REFINERIES,
MHHL,INE450S01011,,,,INDIA,,#N/A,
MHRIL,INE998I01010,Mahindra Holidays & Resorts India Limited,Mahindra Holidays & Resorts India Limited,10,INDIA,SERVICES,HOTELS,
MIC,INE287C01029,MIC Electronics Limited,MIC Electronics Limited,2,INDIA,,#N/A,
MIDHANI,INE099Z01011,,,,INDIA,,#N/A,
MINDACORP,INE842C01021,Minda Corporation Limited,Minda Corporation Limited,2,INDIA,AUTOMOBILE,#N/A,
MINDAIND,INE405E01023,Minda Industries Limited,Minda Industries Limited,2,INDIA,AUTOMOBILE,AUTO ANCILLARIES,
MINDTECK,INE110B01017,Mindteck (India) Limited,Mindteck (India) Limited,10,INDIA,,#N/A,
MINDTREE,INE018I01017,MindTree Limited,MindTree Limited,10,INDIA,IT,COMPUTERS - SOFTWARE,
MIRCELECTR,INE831A01028,MIRC Electronics Limited,MIRC Electronics Limited,1,INDIA,,#N/A,
MIRZAINT,INE771A01026,Mirza International Limited,Mirza International Limited,2,INDIA,,#N/A,
MITCON,INE828O01033,,,,INDIA,,#N/A,
MITTAL,INE997Y01019,,,,INDIA,,#N/A,
MKPL,INE964W01013,,,,INDIA,,#N/A,
MMFL,INE227C01017,MM Forgings Limited,MM Forgings Limited,10,INDIA,,#N/A,
MMP,INE511Y01018,,,,INDIA,,#N/A,
MMTC,INE123F01029,MMTC Limited,MMTC Limited,1,INDIA,SERVICES,TRADING,
MOHITIND,INE954E01012,Mohit Industries Limited,Mohit Industries Limited,10,INDIA,,#N/A,
MOHOTAIND,INE313D01013,,,,INDIA,,#N/A,
MOIL,INE490G01020,MOIL Limited,MOIL Limited,10,INDIA,METALS,MINING & MINERALS,
MOKSH,INE514Y01012,,,,INDIA,,#N/A,
MOLDTECH,INE835B01035,Mold-Tek Technologies Limited,Mold-Tek Technologies Limited,2,INDIA,,PACKAGING,
MOLDTKPAC,INE893J01029,Mold-Tek Packaging Limited,Mold-Tek Packaging Limited,5,INDIA,,#N/A,
MONNETISPA,INE743C01013,Monnet Ispat and Energy Limited,Monnet Ispat and Energy Limited,10,INDIA,,#N/A,
MONSANTO,INE274B01011,Monsanto India Limited,Monsanto India Limited,10,INDIA,FERTILISERS & PESTICIDES,PESTICIDES & AGRO CHEMICALS,FERTILISERS & PESTICIDES
MONTECARLO,INE950M01013,Monte Carlo Fashions Limited,Monte Carlo Fashions Limited,10,INDIA,TEXTILES,TEXTILES - READYMADE APPARELS,
MORARJEE,INE161G01027,Morarjee Textiles Limited,Morarjee Textiles Limited,7,INDIA,TEXTILES,TEXTILES - SPINNING - COTTON BLENDED,
MOREPENLAB,INE083A01026,Morepen Laboratories Limited,Morepen Laboratories Limited,2,INDIA,,#N/A,
MOSERBAER,INE739A01015,Moser-Baer (I) Limited,Moser-Baer (I) Limited,10,INDIA,,#N/A,
MOTHERSUMI,INE775A01035,Motherson Sumi Systems Limited,Motherson Sumi Systems Limited,1,INDIA,AUTOMOBILE,AUTO ANCILLARIES,
MOTILALOFS,INE338I01027,Motilal Oswal Financial Services Limited,Motilal Oswal Financial Services Limited,1,INDIA,FINANCIAL SERVICES,FINANCE - GENERAL,
MOTOGENFIN,INE861B01015,The Motor & General Finance Limited,The Motor & General Finance Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - LEASING & HIRE PURCHASE,
MPHASIS,INE356A01018,MphasiS Limited,MphasiS Limited,10,INDIA,IT,COMPUTERS - SOFTWARE,
MPSLTD,INE943D01017,MPS Limited,MPS Limited,10,INDIA,,#N/A,
MPTODAY,INE105Y01019,,,,INDIA,,#N/A,
MRF,INE883A01011,MRF Limited,MRF Limited,10,INDIA,AUTOMOBILE,TYRES,
MRO-TEK,INE398B01018,MRO-TEK Realty Limited,MRO-TEK Realty Limited,5,INDIA,,#N/A,
MRPL,INE103A01014,Mangalore Refinery and Petrochemicals Limited,Mangalore Refinery and Petrochemicals Limited,10,INDIA,ENERGY,REFINERIES,
MSPL,INE752G01015,MSP Steel & Power Limited,MSP Steel & Power Limited,10,INDIA,METALS,#N/A,
MTEDUCARE,INE472M01018,MT Educare Limited,MT Educare Limited,10,INDIA,,#N/A,
MTNL,INE153A01019,Mahanagar Telephone Nigam Limited,Mahanagar Telephone Nigam Limited,10,INDIA,TELECOM,TELECOMMUNICATIONS - SERVICE,
MUKANDENGG,INE022B01014,Mukand Engineers Limited,Mukand Engineers Limited,10,INDIA,INDUSTRIAL MANUFACTURING,#N/A,
MUKANDLTD,INE304A01026,Mukand Limited,Mukand Limited,10,INDIA,,#N/A,
MUKTAARTS,INE374B01019,Mukta Arts Limited,Mukta Arts Limited,5,INDIA,,#N/A,
MUNJALAU,INE672B01032,Munjal Auto Industries Limited,Munjal Auto Industries Limited,2,INDIA,AUTOMOBILE,AUTO ANCILLARIES,
MUNJALSHOW,INE577A01027,Munjal Showa Limited,Munjal Showa Limited,2,INDIA,,#N/A,
MURUDCERA,INE692B01014,Murudeshwar Ceramics Limited,Murudeshwar Ceramics Limited,10,INDIA,,#N/A,
MUTHOOTCAP,INE296G01013,Muthoot Capital Services Limited,Muthoot Capital Services Limited,10,INDIA,,#N/A,
MUTHOOTFIN,INE414G01012,Muthoot Finance Limited,Muthoot Finance Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - INVESTMENTS,
MVL,INE744I01034,,,,INDIA,,#N/A,
N100,INF247L01031,,,,INDIA,,#N/A,
NABARD,INE261F07032,,,,INDIA,,#N/A,
NACLIND,INE295D01020,,,,INDIA,,#N/A,
NAGAFERT,INE454M01024,Nagarjuna Fertilizers and Chemicals Limited,Nagarjuna Fertilizers and Chemicals Limited,1,INDIA,FERTILISERS & PESTICIDES,FERTILISERS,
NAGAROIL,INE453M01018,Nagarjuna Oil Refinery Limited,Nagarjuna Oil Refinery Limited,1,INDIA,,#N/A,
NAGREEKCAP,INE245I01016,Nagreeka Capital & Infrastructure Limited,Nagreeka Capital & Infrastructure Limited,5,INDIA,CONSTRUCTION,#N/A,
NAGREEKEXP,INE123B01028,Nagreeka Exports Limited,Nagreeka Exports Limited,5,INDIA,,#N/A,
NAHARCAP,INE049I01012,Nahar Capital and Financial Services Limited,Nahar Capital and Financial Services Limited,5,INDIA,,#N/A,
NAHARINDUS,INE289A01011,Nahar Industrial Enterprises Limited,Nahar Industrial Enterprises Limited,10,INDIA,,#N/A,
NAHARPOLY,INE308A01027,Nahar Poly Films Limited,Nahar Poly Films Limited,5,INDIA,,#N/A,
NAHARSPING,INE290A01027,Nahar Spinning Mills Limited,Nahar Spinning Mills Limited,5,INDIA,,#N/A,
NAKODA,INE559B01023,Nakoda Limited,Nakoda Limited,5,INDIA,,#N/A,
NATCOPHARM,INE987B01026,Natco Pharma Limited,Natco Pharma Limited,2,INDIA,PHARMA,PHARMACEUTICALS,
NATHBIOGEN,INE448G01010,Nath Bio-Genes (India) Limited,Nath Bio-Genes (India) Limited,10,INDIA,,#N/A,
NATIONALUM,INE139A01034,National Aluminium Company Limited,National Aluminium Company Limited,5,INDIA,METALS,ALUMINIUM,
NATNLSTEEL,INE088B01015,National Steel And Agro Industries Limited,National Steel And Agro Industries Limited,10,INDIA,METALS,#N/A,
NAUKRI,INE663F01024,Info Edge (India) Limited,Info Edge (India) Limited,10,INDIA,IT,MISCELLANEOUS,
NAVINFLUOR,INE048G01026,Navin Fluorine International Limited,Navin Fluorine International Limited,2,INDIA,CHEMICALS,CHEMICALS,
NAVKARCORP,INE278M01019,Navkar Corporation Limited,Navkar Corporation Limited,10,INDIA,SERVICES,TRANSPORT & LOGISTICS,
NAVNETEDUL,INE060A01024,Navneet Education Limited,Navneet Education Limited,2,INDIA,#N/A,PRINTING & STATIONERY,#N/A
NBCC,INE095N01031,NBCC (India) Limited,NBCC (India) Limited,2,INDIA,CONSTRUCTION,INFRASTRUCTURE - GENERAL,
NBIFIN,INE365I01020,N. B. I. Industrial Finance Company Limited,N. B. I. Industrial Finance Company Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - LEASING & HIRE PURCHASE,
NBVENTURES,INE725A01022,Nava Bharat Ventures Limited,Nava Bharat Ventures Limited,2,INDIA,ENERGY,DIVERSIFIED,
NCC,INE868B01028,NCC Limited,NCC Limited,2,INDIA,CONSTRUCTION,CONSTRUCTION & CONTRACTING - CIVIL,
NCLIND,INE732C01016,NCL Industries Limited,NCL Industries Limited,10,INDIA,,#N/A,
NDGL,INE756C01015,Naga Dhunseri Group Limited,Naga Dhunseri Group Limited,10,INDIA,,#N/A,
NDL,INE875G01030,Nandan Denim Limited,Nandan Denim Limited,10,INDIA,TEXTILES,TEXTILES - DENIM,
NDTV,INE155G01029,New Delhi Television Limited,New Delhi Television Limited,4,INDIA,,#N/A,
NECCLTD,INE553C01016,North Eastern Carrying Corporation Limited,North Eastern Carrying Corporation Limited,10,INDIA,,#N/A,
NECLIFE,INE023H01027,Nectar Lifesciences Limited,Nectar Lifesciences Limited,1,INDIA,,#N/A,
NELCAST,INE189I01024,Nelcast Limited,Nelcast Limited,2,INDIA,,#N/A,
NELCO,INE045B01015,NELCO Limited,NELCO Limited,10,INDIA,,#N/A,
NESCO,INE317F01035,Nesco Limited,Nesco Limited,2,INDIA,SERVICES,#N/A,
NESTLEIND,INE239A01016,Nestle India Limited,Nestle India Limited,10,INDIA,CONSUMER GOODS,FOOD PROCESSING,CONSUMER GOODS
NETWORK18,INE870H01013,Network18 Media & Investments Limited,Network18 Media & Investments Limited,5,INDIA,MEDIA & ENTERTAINMENT,FINANCE - GENERAL,
NEULANDLAB,INE794A01010,Neuland Laboratories Limited,Neuland Laboratories Limited,10,INDIA,,#N/A,
NEWGEN,INE619B01017,,,,INDIA,,#N/A,
NEXTMEDIA,INE747B01016,Next Mediaworks Limited,Next Mediaworks Limited,10,INDIA,,#N/A,
NFL,INE870D01012,National Fertilizers Limited,National Fertilizers Limited,10,INDIA,FERTILISERS & PESTICIDES,#N/A,
NH,INE410P01011,Narayana Hrudayalaya Ltd.,Narayana Hrudayalaya Ltd.,10,INDIA,HEALTHCARE SERVICES,HOSPITALS & MEDICAL SERVICES,
NHAI,INE906B07CA1,,,,INDIA,,#N/A,
NHBTF2014,INE557F07132,,,,INDIA,,#N/A,
NHBTF2023,INE557F07173,,,,INDIA,,#N/A,
NHPC,INE848E01016,NHPC Limited,NHPC Limited,10,INDIA,ENERGY,POWER - GENERATION & DISTRIBUTION,
NIACL,INE470Y01017,,,,INDIA,,#N/A,
NIBL,INE047O01014,NRB Industrial Bearings Limited,NRB Industrial Bearings Limited,2,INDIA,,#N/A,
NIFTYBEES,INF732E01011,,,,INDIA,,#N/A,
NIFTYEES,INF754K01EK3,,,,INDIA,,#N/A,
NIITLTD,INE161A01038,NIIT Limited,NIIT Limited,2,INDIA,IT,COMPUTERS - SOFTWARE - TRAINING,#N/A
NIITTECH,INE591G01017,NIIT Technologies Limited,NIIT Technologies Limited,10,INDIA,IT,COMPUTERS - SOFTWARE,
NILAINFRA,INE937C01029,Nila Infrastructures Limited,Nila Infrastructures Limited,1,INDIA,CONSTRUCTION,#N/A,
NILKAMAL,INE310A01015,Nilkamal Limited,Nilkamal Limited,10,INDIA,INDUSTRIAL MANUFACTURING,PLASTICS,
NIPPOBATRY,INE567A01010,Indo-National Limited,Indo-National Limited,10,INDIA,,#N/A,
NITCO,INE858F01012,Nitco Limited,Nitco Limited,10,INDIA,,#N/A,
NITESHEST,INE639K01016,Nitesh Estates Limited,Nitesh Estates Limited,10,INDIA,,#N/A,
NITINFIRE,INE489H01020,Nitin Fire Protection Industries Limited,Nitin Fire Protection Industries Limited,2,INDIA,,#N/A,
NITINSPIN,INE229H01012,Nitin Spinners Limited,Nitin Spinners Limited,10,INDIA,,#N/A,
NITIRAJ,INE439T01012,,,,INDIA,,#N/A,
NKIND,INE542C01019,NK Industries Limited,NK Industries Limited,10,INDIA,,#N/A,
NLCINDIA,INE589A01014,NLC India Limited,NLC India Limited,10,INDIA,ENERGY,POWER - GENERATION & DISTRIBUTION,
NMDC,INE584A01023,NMDC Limited,NMDC Limited,1,INDIA,METALS,MINING & MINERALS,
NOCIL,INE163A01018,NOCIL Limited,NOCIL Limited,10,INDIA,,#N/A,
NOIDATOLL,INE781B01015,Noida Toll Bridge Company Limited,Noida Toll Bridge Company Limited,10,INDIA,,#N/A,
NORBTEAEXP,INE369C01017,Norben Tea & Exports Limited,Norben Tea & Exports Limited,10,INDIA,,#N/A,
NRAIL,INE740D01017,N R Agarwal Industries Limited,N R Agarwal Industries Limited,10,INDIA,,#N/A,
NRBBEARING,INE349A01021,NRB Bearing Limited,NRB Bearing Limited,2,INDIA,,#N/A,
NSIL,INE023A01030,Nalwa Sons Investments Limited,Nalwa Sons Investments Limited,10,INDIA,,#N/A,
NTL,INE333I01036,Neueon Towers Limited,Neueon Towers Limited,10,INDIA,,#N/A,
NTPC,INE733E01010,NTPC Limited,NTPC Limited,10,INDIA,ENERGY,POWER - GENERATION & DISTRIBUTION,
NUCLEUS,INE096B01018,Nucleus Software Exports Limited,Nucleus Software Exports Limited,10,INDIA,IT,#N/A,
NUTEK,INE318J01027,,,,INDIA,,#N/A,
OBEROIRLTY,INE093I01010,Oberoi Realty Limited,Oberoi Realty Limited,10,INDIA,CONSTRUCTION,CONSTRUCTION & CONTRACTING - REAL ESTATE,
OCCL,INE321D01016,Oriental Carbon & Chemicals Limited,Oriental Carbon & Chemicals Limited,10,INDIA,CHEMICALS,CHEMICALS,
OCL,INE290B01025,OCL India Limited,OCL India Limited,2,INDIA,CEMENT & CEMENT PRODUCTS,CEMENT - MAJOR,CEMENT & CEMENT PRODUCTS
OFSS,INE881D01027,Oracle Financial Services Software Limited,Oracle Financial Services Software Limited,5,INDIA,IT,COMPUTERS - SOFTWARE,
OIL,INE274J01014,Oil India Limited,Oil India Limited,10,INDIA,ENERGY,OIL DRILLING AND EXPLORATION,
OILCOUNTUB,INE591A01010,Oil Country Tubular Limited,Oil Country Tubular Limited,10,INDIA,,#N/A,
OISL,INE196J01019,OCL Iron and Steel Limited,OCL Iron and Steel Limited,1,INDIA,METALS,#N/A,
OMAXAUTO,INE090B01011,Omax Autos Limited,Omax Autos Limited,10,INDIA,AUTOMOBILE,AUTO ANCILLARIES,
OMAXE,INE800H01010,Omaxe Limited,Omaxe Limited,10,INDIA,CONSTRUCTION,CONSTRUCTION & CONTRACTING - REAL ESTATE,
OMKARCHEM,INE474L01016,Omkar Speciality Chemicals Limited,Omkar Speciality Chemicals Limited,10,INDIA,CHEMICALS,CHEMICALS,
OMMETALS,INE239D01028,OM Metals Infraprojects Limited,OM Metals Infraprojects Limited,1,INDIA,CONSTRUCTION,#N/A,
ONELIFECAP,INE912L01015,Onelife Capital Advisors Limited,Onelife Capital Advisors Limited,10,INDIA,,#N/A,
ONEPOINT,INE840Y01011,,,,INDIA,,#N/A,
ONGC,INE213A01029,Oil & Natural Gas Corporation Limited,Oil & Natural Gas Corporation Limited,5,INDIA,ENERGY,OIL DRILLING AND EXPLORATION,
ONMOBILE,INE809I01019,OnMobile Global Limited,OnMobile Global Limited,10,INDIA,,#N/A,
ONWARDTEC,INE229A01017,Onward Technologies Limited,Onward Technologies Limited,10,INDIA,,#N/A,
OPTIEMUS,INE350C01017,Optiemus Infracom Limited,Optiemus Infracom Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - LEASING & HIRE PURCHASE,
OPTOCIRCUI,INE808B01016,Opto Circuits (India) Limited,Opto Circuits (India) Limited,10,INDIA,,#N/A,
ORBTEXP,INE231G01010,Orbit Exports Limited,Orbit Exports Limited,10,INDIA,,#N/A,
ORCHIDPHAR,INE191A01019,Orchid Pharma Limited,Orchid Pharma Limited,10,INDIA,PHARMA,PHARMACEUTICALS,
ORICONENT,INE730A01022,Oricon Enterprises Limited,Oricon Enterprises Limited,2,INDIA,,#N/A,
ORIENTABRA,INE569C01020,Orient Abrasives Limited,Orient Abrasives Limited,1,INDIA,,#N/A,
ORIENTALTL,INE998H01012,Oriental Trimex Limited,Oriental Trimex Limited,10,INDIA,,#N/A,
ORIENTBANK,INE141A01014,Oriental Bank of Commerce,Oriental Bank of Commerce,10,INDIA,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,
ORIENTBELL,INE607D01018,Orient Bell Limited,Orient Bell Limited,10,INDIA,,#N/A,
ORIENTCEM,INE876N01018,Orient Cement Limited,Orient Cement Limited,1,INDIA,CEMENT & CEMENT PRODUCTS,CEMENT - MAJOR,
ORIENTELEC,INE142Z01019,,,,INDIA,,#N/A,
ORIENTHOT,INE750A01020,Oriental Hotels Limited,Oriental Hotels Limited,1,INDIA,SERVICES,HOTELS,
ORIENTLTD,INE609C01024,Orient Press Limited,Orient Press Limited,10,INDIA,,#N/A,
ORIENTPPR,INE592A01026,Orient Paper & Industries Limited,Orient Paper & Industries Limited,1,INDIA,,#N/A,
ORIENTREF,INE743M01012,Orient Refractories Limited,Orient Refractories Limited,1,INDIA,,#N/A,
ORISSAMINE,INE725E01024,The Orissa Minerals Development Company Limited,The Orissa Minerals Development Company Limited,1,INDIA,,#N/A,
ORTEL,INE849L01019,Ortel Communications Limited,Ortel Communications Limited,10,INDIA,,#N/A,
ORTINLABSS,INE749B01012,Ortin Laboratories Limited,Ortin Laboratories Limited,10,INDIA,,#N/A,
OSWALAGRO,INE142A01012,,,,INDIA,,#N/A,
OSWALSEEDS,INE00IK01011,,,,INDIA,,#N/A,
PAGEIND,INE761H01022,Page Industries Limited,Page Industries Limited,10,INDIA,TEXTILES,TEXTILES - READYMADE APPARELS,
PAISALO,INE420C01042,,,,INDIA,,#N/A,
PALASHSECU,INE471W01019,Palash Securities Limited,Palash Securities Limited,10,INDIA,,#N/A,
PALREDTEC,INE218G01033,Palred Technologies Limited,Palred Technologies Limited,10,INDIA,,#N/A,
PANACEABIO,INE922B01023,Panacea Biotec Limited,Panacea Biotec Limited,1,INDIA,,#N/A,
PANAMAPET,INE305C01029,Panama Petrochem Limited,Panama Petrochem Limited,2,INDIA,,#N/A,
PANORAMUNI,INE194B01029,Panoramic Universal Limited,Panoramic Universal Limited,5,INDIA,,#N/A,
PAPERPROD,INE275B01026,Huhtamaki PPL Limited,Huhtamaki PPL Limited,2,INDIA,,#N/A,
PARABDRUGS,INE618H01016,Parabolic Drugs Limited,Parabolic Drugs Limited,10,INDIA,PHARMA,PHARMACEUTICALS,
PARACABLES,INE074B01023,Paramount Communications Limited,Paramount Communications Limited,2,INDIA,,#N/A,
PARAGMILK,INE883N01014,Parag Milk Foods Limited,Parag Milk Foods Limited,10,INDIA,CONSUMER GOODS,FOOD PROCESSING,
PARSVNATH,INE561H01026,Parsvnath Developers Limited,Parsvnath Developers Limited,5,INDIA,,#N/A,
PATELENG,INE244B01030,Patel Engineering Limited,Patel Engineering Limited,1,INDIA,INDUSTRIAL MANUFACTURING,#N/A,
PATINTLOG,INE529D01014,Patel Integrated Logistics Limited,Patel Integrated Logistics Limited,10,INDIA,SERVICES,TRANSPORT & LOGISTICS,
PATSPINLTD,INE790C01014,Patspin India Limited,Patspin India Limited,10,INDIA,,#N/A,
PBAINFRA,INE160H01019,PBA Infrastructure Limited,PBA Infrastructure Limited,10,INDIA,CONSTRUCTION,#N/A,
PCJEWELLER,INE785M01013,PC Jeweller Limited,PC Jeweller Limited,10,INDIA,CONSUMER GOODS,DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS,
PDMJEPAPER,INE865T01018,Pudumjee Paper Products Limited,Pudumjee Paper Products Limited,1,INDIA,,#N/A,
