,open,high,low,close,volume,Supertrend,Macd,Macd_h,Macd_s,BB_l,BB_m,BB_u,sRSI_k,sRSI_d,action,BP,SP,PNL
2023-07-10 11:15:00+05:30,45192.05,45192.05,45135.0,45154.55,2205.0,45292.03275546578,-14.697216872977151,-14.92023134829736,0.2230144753202099,45165.320212993065,45280.42250000001,45395.52478700695,9.773748518544837,21.079174692405562,SELL,,,
2023-07-10 11:20:00+05:30,45154.55,45175.9,45135.0,45150.0,945.0,45283.12807611352,-20.519771716084506,-16.594228953123775,-3.925542762960733,45146.41247247471,45270.68500000001,45394.957527525316,2.1316282072803006e-14,10.075543327950271,SELL,,,
2023-07-10 11:25:00+05:30,45150.0,45166.1,45120.75,45129.65,2310.0,45272.299065240164,-26.47112070465664,-18.036462353356725,-8.434658351299916,45126.05789585885,45260.08000000001,45394.102104141166,2.1316282072803006e-14,3.2579161728483776,SELL,,,
2023-07-10 11:30:00+05:30,45129.65,45145.0,45112.0,45141.85,1245.0,45253.106341634426,-29.85897394978383,-17.13945247878713,-12.7195214709967,45115.58227856867,45248.52250000001,45381.462721431344,4.698720851683821,1.5662402838947058,SELL,,,
2023-07-10 11:35:00+05:30,45141.85,45141.85,45056.85,45059.0,2490.0,45242.58400711522,-38.78211852702225,-20.850077644820438,-17.93204088220181,45085.60535389336,45234.07250000001,45382.539646106656,4.698720851683821,3.132480567789306,SELL,,,
2023-07-10 11:40:00+05:30,45056.85,45085.0,45030.0,45080.0,2400.0,45203.84343467019,-43.656011075829156,-20.579176154901877,-23.07683492092728,45066.31803566164,45221.19750000001,45376.076964338376,10.756610584800773,6.718017429389557,SELL,,,
2023-07-10 11:45:00+05:30,45078.15,45099.0,45078.15,45093.85,1020.0,45203.84343467019,-45.872240154516476,-18.236324186871357,-27.63591596764512,45053.48139624834,45209.39250000001,45365.30360375168,16.033145006812592,10.496158814432482,SELL,,,
2023-07-10 11:50:00+05:30,45093.85,45093.85,45045.0,45045.0,1095.0,45203.84343467019,-50.98270749361109,-18.677433220772777,-32.30527427283831,45033.35475046891,45195.39250000001,45357.430249531106,19.318518862192846,15.36942481793549,SELL,,,
2023-07-10 11:55:00+05:30,45041.1,45075.15,45035.0,45071.4,645.0,45188.95002008385,-52.29965247445216,-15.995502561291076,-36.30414991316108,45021.48680841187,45183.61250000001,45345.73819158815,23.810550552697904,19.720738140567867,SELL,,,
2023-07-10 12:00:00+05:30,45071.4,45083.35,45050.0,45051.1,360.0,45188.95002008385,-54.35481275888014,-14.440530276575245,-39.9142824823049,45009.628432706326,45170.67000000001,45331.7115672937,21.50592246395998,21.544997292950328,SELL,,,
2023-07-10 12:05:00+05:30,45051.1,45053.2,45000.0,45000.1,3120.0,45160.008178020784,-59.413929075642955,-15.599717274670446,-43.81421180097251,44987.90515487001,45156.53000000001,45325.15484513002,19.591605367335145,21.636026127997763,SELL,,,
2023-07-10 12:10:00+05:30,45000.1,45049.0,44991.9,45049.0,1110.0,45159.271295446386,-58.79968768192339,-11.9883807047607,-46.81130697716269,44975.44336300355,45148.68000000001,45321.916636996466,25.49293540547664,22.196821078924007,SELL,,,
2023-07-10 12:15:00+05:30,45049.0,45079.0,45049.0,45071.0,600.0,45159.271295446386,-55.89337675884599,-7.2656558253466414,-48.62772093349935,44969.475085041624,45140.00500000001,45310.5349149584,51.155641553852284,32.08006077555478,SELL,,,
2023-07-10 12:20:00+05:30,45071.0,45079.0,45029.3,45032.9,1275.0,45159.271295446386,-56.018707212177105,-5.912789022942206,-50.1059181892349,44960.86222449005,45128.90000000001,45296.93777550997,73.23015523224102,49.95957739719006,SELL,,,
2023-07-10 12:25:00+05:30,45032.9,45041.75,45000.0,45030.0,945.0,45153.89205485836,-55.709849792852765,-4.4831452828942915,-51.22670450995847,44955.664147818396,45117.31750000001,45278.97085218163,79.49149446704452,67.95909708437935,SELL,,,
2023-07-10 12:30:00+05:30,45030.0,45067.9,45030.0,45055.75,885.0,45153.89205485836,-52.778866347020085,-1.241729469649286,-51.5371368773708,44954.695024556124,45108.09750000001,45261.4999754439,79.49149446704452,77.40438138877676,SELL,,,
2023-07-10 12:35:00+05:30,45055.75,45082.2,45048.15,45064.75,660.0,45153.89205485836,-49.16309451513371,1.8992338897896701,-51.06232840492338,44961.9106259643,45098.04750000001,45234.184374035714,89.3792573632337,82.78741543244098,BUY,45064.75,,-4794.749999999913
2023-07-10 12:40:00+05:30,45064.75,45073.0,45054.1,45056.65,1140.0,45153.89205485836,-46.41611550707603,3.7169703182778804,-50.13308582535391,44970.10474752935,45088.48000000001,45206.85525247067,97.7037964511009,88.85818276045978,BUY,,,
2023-07-10 12:45:00+05:30,45056.65,45083.95,45045.15,45045.2,1680.0,45153.89205485836,-44.648355708661256,4.387784093354121,-49.03613980201538,44981.98692042875,45078.69000000001,45175.393079571266,91.76912294936086,92.95072558789856,BUY,,,
2023-07-10 12:50:00+05:30,45045.2,45098.35,45045.2,45085.0,450.0,45153.89205485836,-39.57961677019921,7.565218425452933,-47.14483519565214,44991.63833308978,45073.33750000001,45155.03666691024,91.76912294936086,93.74734744994095,BUY,,,
2023-07-10 12:55:00+05:30,45085.0,45085.0,45045.9,45063.05,135.0,45153.89205485836,-36.90832994638913,8.189204199410412,-45.09753414579954,44996.00877930367,45068.762500000004,45141.516220696336,88.56501782659659,90.7010879084395,BUY,,,
2023-07-10 13:00:00+05:30,45063.05,45063.95,45035.0,45051.95,1050.0,45153.89205485836,-35.28030374601076,7.853784319831028,-43.13408806584179,45001.141648615274,45063.86,45126.57835138473,86.2797431200861,88.8712946320146,BUY,,,
2023-07-10 13:05:00+05:30,45051.95,45068.0,45035.05,45068.0,2010.0,45153.89205485836,-32.32238801925996,8.64936003726546,-40.97174805652542,45005.70166614293,45060.777500000004,45115.85333385708,83.40085145083701,86.08187079917332,BUY,,,
2023-07-10 13:10:00+05:30,45068.0,45118.0,45068.0,45118.0,975.0,45153.89205485836,-25.647982386974036,12.259012535641105,-37.90699492261514,45010.922980941934,45059.58500000001,45108.24701905808,88.90116012250043,86.19391823114125,BUY,,,
2023-07-10 13:15:00+05:30,45118.0,45135.35,45100.1,45135.35,765.0,45153.89205485836,-18.7424169213773,15.331662400990275,-34.074079322367574,45004.600310631926,45063.402500000004,45122.20468936808,97.12110833075094,89.8077066346962,BUY,,,
2023-07-10 13:20:00+05:30,45135.35,45146.35,45120.1,45132.1,825.0,45153.89205485836,-13.377744070305198,16.5570682016499,-29.9348122719551,45000.28591088899,45066.0075,45131.72908911101,99.01440838544049,95.01222561289735,BUY,,,
2023-07-10 13:25:00+05:30,45132.1,45149.0,45116.9,45121.25,1740.0,45153.89205485836,-9.887726946872135,16.037668260066372,-25.925395206938507,44998.33312677542,45067.3775,45136.421873224586,94.64044397991081,96.92532023203415,BUY,,,
2023-07-10 13:30:00+05:30,45121.25,45155.0,45110.0,45144.45,2880.0,45153.89205485836,-5.189990147067874,16.588324047896506,-21.77831419496438,44996.48099447108,45072.35,45148.21900552892,94.64044397991081,96.09843211508745,BUY,,,
2023-07-10 13:35:00+05:30,45144.45,45150.0,45134.1,45138.1,510.0,45153.89205485836,-1.9568346469677635,15.857183638397295,-17.81401828536506,44994.59215752376,45075.685,45156.77784247624,93.19427823885643,94.15838873289276,BUY,,,
2023-07-10 13:40:00+05:30,45138.1,45149.85,45130.0,45130.0,375.0,45153.89205485836,-0.04758934464189224,14.213143152578533,-14.260732497220426,44996.06603407348,45079.63,45163.19396592651,91.95847187807742,93.26439803228163,BUY,,,
2023-07-10 13:45:00+05:30,45130.0,45155.0,45130.0,45139.0,735.0,45153.89205485836,2.166749161107873,13.141985326662638,-10.975236165554765,45007.64490751106,45086.575,45165.50509248894,89.4804322652201,91.54439412738473,BUY,,,
2023-07-10 13:50:00+05:30,45130.0,45145.0,45117.45,45137.5,750.0,45153.89205485836,3.7572793389845174,11.786012403631426,-8.028733064646909,45011.075460594344,45091.0,45170.924539405656,88.7779602342024,90.07228812583338,BUY,,,
2023-07-10 13:55:00+05:30,45137.5,45147.9,45115.0,45122.65,285.0,45153.89205485836,3.7759878334618406,9.443776718487,-5.667788885025159,45013.07411986025,45093.582500000004,45174.09088013976,83.0439300678798,87.10077418910083,BUY,,,
2023-07-10 14:00:00+05:30,45122.65,45122.65,45080.0,45080.0,195.0,45153.89205485836,0.3453350831696298,4.810499174555831,-4.465164091386201,45020.043897681295,45095.9375,45171.831102318705,55.25169823674563,75.69119617960935,BUY,,,
2023-07-10 14:05:00+05:30,45080.0,45085.0,45060.0,45085.0,1215.0,45153.89205485836,-1.9475733118815697,2.014072623603705,-3.961645935485275,45028.80213763484,45098.6875,45168.57286236516,30.697273282127952,56.33096719558453,BUY,,,
2023-07-10 14:10:00+05:30,45085.0,45119.9,45085.0,45118.0,345.0,45153.89205485836,-1.0893383130023722,2.297846097986322,-3.387184410988694,45034.338292365836,45101.8,45169.26170763417,29.0212408545087,38.32340412446083,BUY,,,
2023-07-10 14:15:00+05:30,45118.0,45118.0,45050.0,45050.0,600.0,45153.89205485836,-5.829019287521078,-1.953467901225907,-3.8755513862951707,45031.70102745868,45101.0625,45170.42397254132,25.95817896516684,28.558897700601236,SELL,,45050.0,-5015.999999999913
2023-07-10 14:20:00+05:30,45050.0,45090.0,45050.0,45090.0,345.0,45153.89205485836,-6.285133791345288,-1.9276659240400935,-4.3574678673051945,45036.172705893485,45102.729999999996,45169.28729410651,35.18742923769028,30.055616352455345,SELL,,,
2023-07-10 14:25:00+05:30,45090.0,45090.0,45060.0,45060.0,1305.0,45153.89205485836,-8.96402539643168,-3.685246023301188,-5.278779373130492,45039.197817854154,45103.47,45167.74218214585,21.003412769821118,27.383006990892813,SELL,,,
2023-07-10 14:30:00+05:30,45060.0,45083.65,45040.0,45065.0,1320.0,45153.89205485836,-10.56185756114428,-4.22646255041103,-6.335395010733249,45036.48005078753,45102.47,45168.45994921247,28.98022244416772,28.39035481722644,SELL,,,
2023-07-10 14:35:00+05:30,45065.0,45077.1,45034.75,45050.05,765.0,45153.89205485836,-12.885949911709758,-5.240443920781208,-7.645505990928551,45034.05741888893,45101.82,45169.58258111107,17.66091770922605,22.548184307738367,SELL,,,
2023-07-10 14:40:00+05:30,45050.05,45071.65,45011.3,45016.1,1575.0,45153.89205485836,-17.26823366316239,-7.698182137787072,-9.57005152537532,45025.5218259051,45100.027500000004,45174.533174094904,11.531434204012399,19.390858119135462,SELL,,,
2023-07-10 14:45:00+05:30,45016.1,45025.6,44987.5,45013.8,3450.0,45129.38295868134,-20.68833365460887,-8.89462570338684,-11.793707951222029,45014.833542332846,45097.317500000005,45179.80145766716,3.554624529665798,10.915658814301487,SELL,,,
2023-07-10 14:50:00+05:30,45013.8,45044.45,45009.9,45030.0,600.0,45129.38295868134,-21.839826996569172,-8.036895236277715,-13.802931760291457,45006.04437830589,45092.9175,45179.79062169412,6.41831111521672,7.168123282965044,SELL,,,
2023-07-10 14:55:00+05:30,45030.0,45050.0,45000.0,45048.55,1650.0,45129.38295868134,-21.013335147719772,-5.768322709942652,-15.24501243777712,45001.94500914471,45088.57750000001,45175.20999085531,20.11958218003083,10.030839274971187,SELL,,,
2023-07-10 15:00:00+05:30,45048.55,45052.4,45004.4,45040.0,2880.0,45129.38295868134,-20.80838187414338,-4.450695549093005,-16.357686325050373,44997.29218233013,45083.97250000001,45170.65281766989,33.786182564217704,20.108025286488488,SELL,,,
2023-07-10 15:05:00+05:30,45040.0,45094.0,45033.2,45083.1,1290.0,45129.38295868134,-16.972496752408915,-0.4918483418868327,-16.480648410522083,44997.08763185323,45082.06500000001,45167.04236814679,60.57773351308638,38.161166085778376,,,,
2023-07-10 15:10:00+05:30,45090.0,45118.75,45073.85,45117.85,1230.0,45129.38295868134,-11.00167511284235,4.383178638143786,-15.384853750986135,44998.931497031284,45080.73500000001,45162.53850296873,80.2097957816056,58.191237286303306,BUY,45117.85,,-6033.749999999891
2023-07-10 15:15:00+05:30,45118.7,45134.95,45094.1,45101.75,2985.0,45129.38295868134,-7.48263622016384,6.321774024657836,-13.804410244821677,45000.75883271819,45078.91750000001,45157.07616728183,94.78923587388795,78.52558838952672,BUY,,,
2023-07-10 15:20:00+05:30,45101.75,45135.95,45101.75,45116.45,780.0,45129.38295868134,-3.4676326863482245,8.269422046778761,-11.737054733126985,45001.64499625577,45078.240000000005,45154.83500374424,93.75920243351516,89.58607802966965,BUY,,,
2023-07-10 15:25:00+05:30,45116.45,45125.6,45104.7,45122.05,1725.0,45129.38295868134,0.16426618130208226,9.521056731543254,-9.356790550241172,45003.166970209706,45077.39250000001,45151.61802979031,93.75920243351516,94.1025469136395,BUY,,,
2023-07-11 09:15:00+05:30,45271.45,45271.45,45143.75,45267.2,4470.0,45041.226183355284,14.586816391776665,19.15488555361427,-4.568069161837604,44975.13926628539,45083.87750000001,45192.61573371463,98.84649529037928,95.4549667191366,BUY,,,
2023-07-11 09:20:00+05:30,45263.85,45277.8,45243.3,45251.8,2685.0,45103.15815716168,24.491813663327775,23.247906260132304,1.2439074031954727,44959.965762456166,45090.33500000001,45220.70423754385,97.31861928283449,96.64143900224305,BUY,,,
2023-07-11 09:25:00+05:30,45251.8,45264.95,45201.4,45201.4,1200.0,45103.15815716168,27.952517352852738,21.366887959725812,6.5856293931269265,44957.500418023956,45096.40500000001,45235.30958197607,86.6310381069532,94.2653842267224,BUY,,,
2023-07-11 09:30:00+05:30,45201.4,45235.05,45201.4,45220.0,1125.0,45103.15815716168,31.829108364843705,20.194783177373424,11.634325187470282,44954.35525909279,45103.15500000001,45251.95474090724,77.67284683214058,87.20750140730951,BUY,,,
2023-07-11 09:35:00+05:30,45220.0,45230.0,45175.0,45178.25,1515.0,45103.15815716168,31.173114333039848,15.631031316455653,15.542083016584195,44953.88867917915,45106.16750000001,45258.44632082087,65.39284829465406,76.5655777445827,BUY,,,
2023-07-11 09:40:00+05:30,45178.25,45237.15,45178.0,45237.15,690.0,45103.15815716168,35.00248522740003,15.568321768652666,19.434163458747364,44955.40344150142,45115.52500000001,45275.6465584986,65.63843855381465,69.56804456020318,BUY,,,
2023-07-11 09:45:00+05:30,45240.1,45250.0,45230.0,45230.0,705.0,45103.15815716168,37.03344549817848,14.079425631544893,22.954019866633587,44955.391779198624,45122.52500000001,45289.65822080139,62.09018806923862,64.37382497256918,BUY,,,
2023-07-11 09:50:00+05:30,45230.0,45250.0,45220.1,45240.1,525.0,45103.15815716168,39.00831812629622,12.843438607730103,26.164879518566114,44959.50658765806,45131.53000000001,45303.553412341964,65.67590538220871,64.4681773350874,BUY,,,
2023-07-11 09:55:00+05:30,45240.1,45250.0,45180.35,45180.35,840.0,45103.15815716168,35.34466200158931,7.343825986418558,28.000836015170755,44966.85563756413,45137.29750000001,45307.73936243589,46.72189324474247,58.16266223206335,BUY,,,
2023-07-11 10:00:00+05:30,45180.35,45230.0,45180.35,45205.6,930.0,45103.15815716168,34.08573299218551,4.867917581611806,29.217815410573706,44977.08960927668,45145.075000000004,45313.06039072333,30.94312442133678,47.78030768276273,BUY,,,
2023-07-11 10:05:00+05:30,45205.6,45224.0,45205.6,45224.0,255.0,45103.15815716168,34.178757466383104,3.968753644647517,30.210003821735587,44995.13975208987,45155.47000000001,45315.80024791015,17.544514645935475,31.736510770671657,BUY,,,
2023-07-11 10:10:00+05:30,45224.0,45244.95,45218.05,45227.15,690.0,45105.1389347715,34.11342043088371,3.1227332873184963,30.99068714356521,45016.92579512845,45166.137500000004,45315.349204871556,22.723323099255065,23.736987388842522,BUY,,,
2023-07-11 10:15:00+05:30,45227.15,45237.45,45213.45,45232.1,525.0,45106.85480123271,34.068345312691235,2.4621265353008184,31.606218777390417,45038.332328986085,45176.24250000001,45314.15267101393,27.810522182976644,22.692786642722478,BUY,,,
2023-07-11 10:20:00+05:30,45232.1,45241.25,45215.05,45233.0,525.0,45115.268401056615,33.716581669519655,1.6882903137033907,32.028291355816265,45058.72824489206,45185.465000000004,45312.20175510795,29.583153305121957,26.705666195784634,BUY,,,
2023-07-11 10:25:00+05:30,45233.0,45233.0,45220.45,45230.0,270.0,45124.59077233424,32.817432585332426,0.6313129836129292,32.1861196017195,45086.03444829325,45194.965000000004,45303.89555170676,31.449771932976574,29.614482473691805,,,,
2023-07-11 10:30:00+05:30,45230.0,45238.5,45229.4,45230.0,210.0,45142.50637628649,31.73898321640445,-0.3577091082520383,32.09669232465649,45105.39352257979,45202.310000000005,45299.22647742022,40.14450916225774,33.7258114667855,,,,
2023-07-11 10:35:00+05:30,45230.0,45260.0,45230.0,45253.3,1140.0,45153.76260824556,32.391035896398535,0.2354748573936405,32.155561039004894,45117.963707916984,45209.082500000004,45300.201292083024,60.492214752915515,44.02883194938335,,,,
2023-07-11 10:40:00+05:30,45253.3,45260.0,45236.25,45252.0,225.0,45159.74294992477,32.429071062819276,0.21880801905150804,32.21026304376777,45138.22910886435,45216.59500000001,45294.96089113567,80.79060624532151,60.475776720164994,,,,
2023-07-11 10:45:00+05:30,45252.0,45278.9,45252.0,45268.1,1575.0,45178.165385649794,33.37363911556895,0.9307008574409465,32.442938258128,45157.57431336893,45224.177500000005,45290.78068663108,95.29388051511312,78.85890050445012,,,,
2023-07-11 10:50:00+05:30,45268.1,45289.9,45268.1,45280.0,765.0,45194.8417591284,34.682646688343084,1.7917667441720653,32.89087994417102,45179.88565726422,45232.075000000004,45284.26434273579,97.94781551939332,91.34410075994272,BUY,,,
2023-07-11 10:55:00+05:30,45280.0,45280.0,45261.5,45264.95,300.0,45194.8417591284,34.11240878452372,0.9772230722821647,33.13518571224156,45180.06763638168,45231.96250000001,45283.857363618336,89.55226471002612,94.26465358151093,,,,
2023-07-11 11:00:00+05:30,45264.95,45277.65,45264.95,45268.1,480.0,45197.23068017597,33.52817784808576,0.314393708675361,33.2137841394104,45179.17807395097,45232.777500000004,45286.37692604904,80.4690565751075,89.32304560150907,,,,
2023-07-11 11:05:00+05:30,45268.1,45280.0,45256.2,45275.0,720.0,45197.23068017597,33.23878691101709,0.02000221728535223,33.218784693731735,45181.883080421074,45236.457500000004,45291.031919578934,72.68501778943399,80.90211302485595,,,,
2023-07-11 11:10:00+05:30,45275.0,45275.0,45269.95,45275.0,180.0,45207.14958135377,32.63326652543765,-0.46841453463527216,33.10168106007292,45182.71810035863,45239.207500000004,45295.69689964138,73.27321237203529,75.47576224552567,,,,
2023-07-11 11:15:00+05:30,45275.0,45303.6,45275.0,45291.85,1500.0,45221.049641160374,33.13112643388013,0.023556299045765172,33.10757013483436,45191.286325801004,45244.8875,45298.48867419899,82.35642050695391,76.10488355614113,,,,
2023-07-11 11:20:00+05:30,45288.05,45306.35,45282.2,45297.9,270.0,45225.42469242317,33.62624600392155,0.41494069526974897,33.2113053086518,45189.733321044725,45247.925,45306.11667895528,90.14045929262743,81.92336405720562,,,,
2023-07-11 11:25:00+05:30,45297.9,45297.9,45270.9,45277.0,390.0,45225.42469242317,31.963718647079077,-0.998069329258179,32.961787976337256,45191.37685486876,45250.275,45309.173145131244,74.47847432512843,82.32511804157001,,,,
2023-07-11 11:30:00+05:30,45277.0,45280.05,45277.0,45280.05,315.0,45225.42469242317,30.540214664972154,-1.9372586490920796,32.477473314064234,45192.19225804601,45252.27250000001,45312.352741954004,51.28329477228903,71.96740946334837,SELL,,45280.05,-3600.7499999998254
2023-07-11 11:35:00+05:30,45280.05,45283.0,45270.0,45283.0,105.0,45225.42469242317,29.312224768276792,-2.532198836629952,31.844423604906744,45205.844046765036,45257.405000000006,45308.965953234976,30.439026263844053,52.06693178708725,SELL,,,
2023-07-11 11:40:00+05:30,45283.0,45290.0,45272.7,45290.0,330.0,45225.42469242317,28.57448653276515,-2.6159496577132764,31.190436190478426,45214.05364834998,45261.62500000001,45309.19635165003,36.17403629412008,39.29878577675114,SELL,,,
2023-07-11 11:45:00+05:30,45290.0,45290.0,45272.35,45272.35,90.0,45225.42469242317,26.2628741085573,-3.942049665536903,30.2049237740942,45219.55055382263,45264.0425,45308.53444617738,26.035882513626138,30.882981690530173,SELL,,,
2023-07-11 11:50:00+05:30,45272.35,45282.1,45272.35,45282.1,135.0,45225.42469242317,24.930267518553592,-4.219725004432487,29.14999252298608,45225.04863440936,45266.79,45308.53136559064,21.222507792599533,27.810808866781997,SELL,,,
2023-07-11 11:55:00+05:30,45289.9,45317.9,45287.4,45306.3,1950.0,45241.8946915318,25.53258124412241,-2.8939290230909336,28.426510267213345,45228.561783559366,45270.50000000001,45312.43821644065,32.427172177030634,26.561854161085517,SELL,,,
2023-07-11 12:00:00+05:30,45306.3,45318.25,45306.3,45312.7,1170.0,45255.077592741545,26.224051185876306,-1.7619672650696323,27.986018450945938,45232.41112328853,45274.485,45316.55887671147,61.30489559706266,38.31819185556436,SELL,,,
2023-07-11 12:05:00+05:30,45312.7,45314.95,45300.0,45309.3,705.0,45255.077592741545,26.19572648285248,-1.4322335744747683,27.627960057327247,45239.02970066022,45278.450000000004,45317.87029933979,78.2207260219193,57.31759793200428,SELL,,,
2023-07-11 12:10:00+05:30,45309.3,45313.95,45283.3,45284.75,390.0,45255.077592741545,23.916603408026276,-2.969085319440776,26.885688727467052,45248.59237960522,45281.18750000001,45313.78262039479,53.46924394875048,64.33162185591091,SELL,,,
2023-07-11 12:15:00+05:30,45284.75,45284.75,45255.2,45275.9,705.0,45255.077592741545,21.152428880363004,-4.586607877683239,25.739036758046243,45252.1946967759,45282.317500000005,45312.44030322411,24.591520528718444,52.09383016646283,SELL,,,
2023-07-11 12:20:00+05:30,45275.9,45287.0,45275.05,45286.0,390.0,45255.077592741545,19.551409761763352,-4.950101597026311,24.501511358789664,45257.28352768881,45284.0175,45310.751472311196,6.334268413307549,28.131677630258917,SELL,,,
2023-07-11 12:25:00+05:30,45286.0,45290.0,45274.1,45277.0,1665.0,45255.077592741545,17.35629324705951,-5.716174489384123,23.072467736443635,45258.518543614955,45284.46250000001,45310.40645638506,6.334268413307549,12.420019118444605,SELL,,,
2023-07-11 12:30:00+05:30,45277.0,45282.3,45250.6,45250.6,180.0,45330.35182265085,13.332697194258799,-7.791816433747869,21.124513628006667,45253.16304688347,45282.99250000001,45312.821953116545,6.334268413307549,6.3342684133076395,SELL,,,
2023-07-11 12:35:00+05:30,45250.6,45275.65,45250.6,45269.9,105.0,45328.63370512931,11.567968694835145,-7.64523594653722,19.213204641372364,45253.935945687605,45283.240000000005,45312.544054312406,8.879232078342053,7.182589634985807,SELL,,,
2023-07-11 12:40:00+05:30,45269.9,45269.9,45250.0,45250.05,600.0,45324.628890110835,8.470042164582992,-8.5945299814315,17.06457214601449,45250.24480810378,45282.33750000001,45314.43019189624,9.32741729238606,8.180305928011977,SELL,,,
2023-07-11 12:45:00+05:30,45250.05,45258.35,45250.0,45258.0,135.0,45313.192620095004,6.580555086293316,-8.38721364777694,14.967768734070257,45247.80151073893,45281.48750000001,45315.17348926109,13.433571640210369,10.546740336979584,SELL,,,
2023-07-11 12:50:00+05:30,45258.0,45269.0,45252.0,45252.0,180.0,45313.192620095004,4.5465631578772445,-8.336964460954409,12.883527618831653,45244.3522131018,45280.33750000001,45316.322786898214,6.0644949139779625,9.608494615524888,SELL,,,
2023-07-11 12:55:00+05:30,45252.0,45271.9,45236.1,45271.9,615.0,45313.192620095004,4.488631440079189,-6.715916943001972,11.20454838308116,45243.58120252324,45279.34000000001,45315.098797476785,16.257859786284506,11.918642113491037,SELL,,,
2023-07-11 13:00:00+05:30,45271.9,45279.2,45250.1,45250.1,210.0,45313.192620095004,2.6530595080184867,-6.841191100050139,9.494250608068626,45240.09970831347,45276.95000000001,45313.80029168655,13.317132058452884,11.879828919571876,SELL,,,
2023-07-11 13:05:00+05:30,45250.1,45275.05,45250.1,45256.05,285.0,45313.192620095004,1.6593429286731407,-6.267926143516388,7.927269072189529,45237.943094414106,45275.90250000001,45313.861905585916,15.72443610702319,15.099809317253618,SELL,,,
2023-07-11 13:10:00+05:30,45256.05,45282.3,45256.05,45270.0,600.0,45313.192620095004,1.9747006750185392,-4.762054717736792,6.736755392755331,45237.407448135804,45275.40000000001,45313.39255186421,15.939102843652472,14.99355700304294,SELL,,,
2023-07-11 13:15:00+05:30,45270.0,45272.9,45258.4,45270.95,30.0,45313.192620095004,2.275055596801394,-3.56935983676315,5.844415433564544,45236.92415222801,45274.79750000001,45312.670847772,35.22377043900222,22.295769796559387,SELL,,,
2023-07-11 13:20:00+05:30,45270.95,45272.7,45259.05,45268.0,180.0,45313.192620095004,2.2491222096286947,-2.8762345791486794,5.125356788777374,45236.38036624206,45273.69750000001,45311.01463375796,49.01394368058623,33.392272321080405,SELL,,,
2023-07-11 13:25:00+05:30,45268.0,45268.0,45229.95,45229.95,465.0,45313.192620095004,-0.8321546288643731,-4.766009134113398,3.9338545052490246,45229.660958249064,45271.57750000001,45313.49404175095,38.15772685760639,40.79848032573171,SELL,,,
2023-07-11 13:30:00+05:30,45229.95,45230.0,45208.05,45226.0,600.0,45288.66326963748,-3.551876885474485,-5.988585112578807,2.4367082271043223,45222.74162478971,45268.77250000001,45314.8033752103,17.707632642263956,34.95976772681895,SELL,,,
2023-07-11 13:35:00+05:30,45226.0,45241.0,45220.0,45235.65,1200.0,45288.66326963748,-4.872435612043773,-5.8473150713184765,0.9748794592747032,45220.44396672679,45265.240000000005,45310.03603327322,8.894247638088201,21.586535712652942,SELL,,,
2023-07-11 13:40:00+05:30,45235.65,45247.9,45200.0,45203.85,750.0,45288.66326963748,-8.38828719995945,-7.490533327387323,-0.8977538725721275,45212.9844946292,45259.79750000001,45306.610505370816,8.894247638088201,11.832042639480212,SELL,,,
2023-07-11 13:45:00+05:30,45203.85,45215.85,45192.75,45209.2,645.0,45282.26200070466,-10.62049813408521,-7.778195409210467,-2.842302724874744,45208.82317028378,45254.7925,45300.761829716226,12.666488887714692,10.15166138796379,SELL,,,
2023-07-11 13:50:00+05:30,45209.2,45209.2,45169.65,45177.45,1095.0,45273.19957203256,-14.781113559576625,-9.551048667761505,-5.23006489181512,45194.51913566931,45249.427500000005,45304.3358643307,3.7722412496265485,8.444325925143241,SELL,,,
2023-07-11 13:55:00+05:30,45168.0,45191.9,45161.4,45189.9,1890.0,45261.52820459934,-16.879246858072293,-9.319345573005737,-7.559901285066555,45185.88634474605,45245.1275,45304.36865525395,10.628513035812457,9.022414391051326,SELL,,,
2023-07-11 14:00:00+05:30,45189.9,45197.0,45186.55,45190.0,615.0,45261.52820459934,-18.322750190418446,-8.610279124281513,-9.712471066136933,45179.573483868764,45240.3275,45301.081516131235,13.768284673036506,9.389679652825265,SELL,,,
2023-07-11 14:05:00+05:30,45190.0,45190.0,45155.7,45165.7,2115.0,45253.748272766854,-21.1833553631659,-9.176707437623175,-12.006647925542726,45168.339221873866,45234.7625,45301.18577812613,13.768284673036506,12.721694127295251,SELL,,,
2023-07-11 14:10:00+05:30,45165.7,45177.9,45145.0,45153.85,2010.0,45244.8913766573,-24.128463628272584,-9.697452562183887,-14.431011066088697,45155.24135051741,45229.925,45304.608649482594,6.912012886850598,11.482860744307965,SELL,,,
2023-07-11 14:15:00+05:30,45140.0,45153.85,45087.0,45100.0,4305.0,45220.59617999198,-30.45664288294938,-12.820505453488547,-17.636137429460835,45130.076355297344,45221.43,45312.78364470266,5.565918096787451e-14,6.8934325199624835,SELL,,,
2023-07-11 14:20:00+05:30,45100.0,45100.0,45069.75,45077.95,2340.0,45183.70029713598,-36.82650819207629,-15.352296610092363,-21.474211581983926,45103.26777522007,45212.825,45322.382224779925,5.565918096787451e-14,2.3040042956169997,SELL,,,
2023-07-11 14:25:00+05:30,45077.95,45093.9,45066.8,45090.0,1620.0,45176.67168325942,-40.43621453749802,-15.169602364411272,-25.266612173086745,45084.71875328884,45204.424999999996,45324.13124671115,4.4003373777268555,1.4667791259090857,SELL,,,
