,open,high,low,close,volume,Supertrend,Macd,Macd_h,Macd_s,BB_l,BB_m,BB_u,sRSI_k,sRSI_d,action,BP,SP,PNL
2023-07-05 14:10:00+05:30,45408.75,45426.95,45408.75,45418.1,225.0,45460.257504115085,-6.789397681262926,1.9674880016114198,-8.756885682874346,45366.425023779586,45421.720000000016,45477.014976220446,70.10656631197406,80.8895310128497,BUY,,,
2023-07-05 14:15:00+05:30,45418.1,45428.1,45410.0,45428.1,240.0,45460.257504115085,-5.501044491727953,2.604672952917115,-8.105717444645068,45366.33220858707,45421.31750000001,45476.302791412956,71.07782914953289,73.67246680100207,BUY,,,
2023-07-05 14:20:00+05:30,45428.1,45428.1,45408.1,45408.1,495.0,45460.257504115085,-6.0244025968859205,1.6650518782073176,-7.689454475093238,45366.574282852096,45418.66750000001,45470.760717147925,70.80453039786562,70.66297528645754,BUY,,,
2023-07-05 14:25:00+05:30,45408.1,45418.95,45397.95,45418.25,180.0,45460.257504115085,-5.556100228030118,1.7066833976504956,-7.262783625680614,45366.34282433593,45418.37750000001,45470.41217566409,71.11769228826972,71.00001727855609,BUY,,,
2023-07-05 14:30:00+05:30,45418.25,45418.25,45398.05,45410.05,540.0,45460.257504115085,-5.780010335300176,1.1862186323043504,-6.966228967604526,45367.40278476759,45415.88000000001,45464.357215232434,65.03580865859884,68.98601044824476,BUY,,,
2023-07-05 14:35:00+05:30,45410.05,45410.05,45354.0,45354.0,1845.0,45460.257504115085,-10.360794489599357,-2.715652417595864,-7.645142072003493,45357.217034799716,45412.64750000001,45468.0779652003,48.39168878527817,61.51506324404894,SELL,,45354.0,-2522.9999999999563
2023-07-05 14:40:00+05:30,45350.15,45379.45,45340.15,45360.05,825.0,45458.866919261774,-13.349035129125696,-4.563114445697762,-8.785920683427934,45350.01259276018,45409.99250000001,45469.97240723984,30.514553564135316,47.98068366933747,SELL,,,
2023-07-05 14:45:00+05:30,45360.05,45387.0,45343.05,45377.95,1320.0,45458.866919261774,-14.110203321011795,-4.259426110067089,-9.850777210944706,45346.72698897747,45407.18500000001,45467.643011022556,20.655278969396758,33.18717377293678,SELL,,,
2023-07-05 14:50:00+05:30,45377.95,45386.95,45335.0,45335.0,1200.0,45458.866919261774,-17.971970954866265,-6.496954995137248,-11.475015959729017,45337.06828668341,45401.23500000001,45465.401713316605,17.13538110462791,22.768404546053358,SELL,,,
2023-07-05 14:55:00+05:30,45337.45,45357.65,45333.0,45353.0,1230.0,45451.19760804822,-19.356866155700118,-6.305480156776881,-13.051385998923237,45332.03196204728,45396.88250000001,45461.733037952734,18.670747126810927,18.820469066945225,SELL,,,
2023-07-05 15:00:00+05:30,45353.0,45361.45,45340.0,45345.0,540.0,45450.665806898476,-20.859483579079097,-6.2464780641246875,-14.61300551495441,45325.49505315748,45393.06250000001,45460.629946842535,12.777093495014627,16.194407242151183,SELL,,,
2023-07-05 15:05:00+05:30,45347.9,45387.3,45340.05,45370.0,990.0,45450.665806898476,-19.804731035241275,-4.153380416229492,-15.651350619011783,45323.25129242473,45391.06250000001,45458.87370757529,32.257189342242754,21.235009988022796,SELL,,,
2023-07-05 15:10:00+05:30,45380.05,45410.0,45380.05,45407.0,1530.0,45450.665806898476,-15.801096067450999,-0.11979635875137262,-15.681299708699626,45325.73769415748,45393.0175,45460.29730584253,58.01223528032366,34.34883937252704,,,,
2023-07-05 15:15:00+05:30,45407.0,45418.0,45383.0,45391.15,990.0,45450.665806898476,-13.748663017839135,1.5461093526883936,-15.294772370527529,45330.07778484104,45394.89750000001,45459.71721515897,79.71460201634115,56.66134221296921,BUY,45391.15,,-3080.249999999978
2023-07-05 15:20:00+05:30,45391.15,45415.95,45391.0,45404.5,720.0,45450.665806898476,-10.918994240870234,3.500622503725836,-14.41961674459607,45330.088377238346,45394.9225,45459.756622761655,92.59534886725669,76.77406205464052,BUY,,,
2023-07-05 15:25:00+05:30,45404.5,45417.9,45402.0,45409.0,1470.0,45450.665806898476,-8.218609937088331,4.960805446006191,-13.179415383094522,45330.80519042282,45395.8775,45460.949809577185,92.59534886725669,88.3017665836182,BUY,,,
2023-07-06 09:15:00+05:30,45329.75,45350.0,45282.65,45350.0,2340.0,45450.665806898476,-10.715817563046585,1.9708782560383504,-12.686695819084935,45327.07061426597,45391.1975,45455.324385734035,76.4757996717304,87.22216580208129,BUY,,,
2023-07-06 09:20:00+05:30,45350.0,45380.0,45350.0,45375.25,1140.0,45450.665806898476,-10.53595667098125,1.720591318482949,-12.256547989464199,45328.870164802975,45387.505000000005,45446.139835197035,65.41435541205233,78.1618346503465,BUY,,,
2023-07-06 09:25:00+05:30,45375.25,45388.0,45355.0,45386.0,1335.0,45450.665806898476,-9.417422277816513,2.2713005693181483,-11.688722847134661,45329.675370017125,45385.46250000001,45441.24962998289,57.67557066314316,66.52190858230865,BUY,,,
