Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
20-Apr-23,530309,26.73,25.8,0.0354,0.0347,0.0347,0.6629
20-Apr-23,530313,34.75,34.63,0.0035,0.0349,0.0348,0.6649
20-Apr-23,530315,97.78,97.34,0.0045,0.0264,0.0263,0.5025
20-Apr-23,530317,79.86,77.49,0.0301,0.0321,0.0321,0.6133
20-Apr-23,530331,346.05,359.4,-0.0379,0.0354,0.0354,0.6763
20-Apr-23,530341,82.19,79.55,0.0326,0.0439,0.0438,0.8368
20-Apr-23,530357,8.07,8.48,-0.0496,0.0453,0.0453,0.8655
20-Apr-23,530361,65.9,65.9,0,0.0237,0.0236,0.4509
20-Apr-23,530369,23,22.79,0.0092,0.0392,0.0391,0.747
20-Apr-23,530401,76.1,80.1,-0.0512,0.0342,0.0343,0.6553
20-Apr-23,530405,24.48,24.8,-0.013,0.0365,0.0364,0.6954
20-Apr-23,530407,7.4,7.4,0,0.047,0.0469,0.896
20-Apr-23,530419,45.75,45.43,0.007,0.0389,0.0388,0.7413
20-Apr-23,530421,6.8,6.8,0,0.0332,0.0332,0.6343
20-Apr-23,530427,47.38,48.77,-0.0289,0.0365,0.0365,0.6973
20-Apr-23,530429,20.13,20.65,-0.0255,0.0462,0.0461,0.8807
20-Apr-23,530431,97.18,93.6,0.0375,0.0229,0.023,0.4394
20-Apr-23,530433,92.03,91.39,0.007,0.0379,0.0378,0.7222
20-Apr-23,530439,4,4.23,-0.0559,0.0585,0.0585,1.1176
20-Apr-23,530443,5.62,5.69,-0.0124,0.0362,0.0361,0.6897
20-Apr-23,530445,1.2,1.17,0.0253,0.0357,0.0356,0.6801
20-Apr-23,530449,84.6,89.05,-0.0513,0.0459,0.0459,0.8769
20-Apr-23,530457,2.64,2.77,-0.0481,0.0172,0.0175,0.3343
20-Apr-23,530459,19.85,20.25,-0.02,0.0374,0.0374,0.7145
20-Apr-23,530461,18.06,16.98,0.0617,0.0412,0.0413,0.789
20-Apr-23,530469,7.36,7.36,0,0.0332,0.0331,0.6324
20-Apr-23,530475,392.55,392.55,0,0.0361,0.036,0.6878
20-Apr-23,530477,79.06,77.18,0.0241,0.0376,0.0375,0.7164
20-Apr-23,530495,16.5,15.75,0.0465,0.0329,0.0329,0.6286
20-Apr-23,530499,473.8,474.4,-0.0013,0.0257,0.0257,0.491
20-Apr-23,530521,204.95,182.5,0.116,0.0356,0.0365,0.6973
20-Apr-23,530525,6.41,6.51,-0.0155,0.039,0.0389,0.7432
20-Apr-23,530533,71,71,0,0.0344,0.0343,0.6553
20-Apr-23,530537,28.1,28.1,0,0.0129,0.0129,0.2465
20-Apr-23,530545,176.65,179,-0.0132,0.0323,0.0323,0.6171
20-Apr-23,530557,0.41,0.41,0,0.0421,0.042,0.8024
20-Apr-23,530565,3.84,4.04,-0.0508,0.049,0.049,0.9361
20-Apr-23,530571,4.7,4.7,0,0.0279,0.0278,0.5311
20-Apr-23,530577,19.43,18.02,0.0753,0.0468,0.047,0.8979
20-Apr-23,530579,17.17,17.45,-0.0162,0.0379,0.0378,0.7222
20-Apr-23,530581,5.15,5.24,-0.0173,0.0374,0.0373,0.7126
20-Apr-23,530585,171.9,170.05,0.0108,0.0272,0.0271,0.5177
20-Apr-23,530589,121.25,110.2,0.0956,0.029,0.0297,0.5674
20-Apr-23,530595,7,7.15,-0.0212,0.0522,0.0521,0.9954
20-Apr-23,530609,4.4,4.4,0,0.0351,0.0351,0.6706
20-Apr-23,530611,0.42,0.43,-0.0235,0.0334,0.0334,0.6381
20-Apr-23,530615,48.75,51.29,-0.0508,0.0395,0.0395,0.7546
20-Apr-23,530617,99.5,99.87,-0.0037,0.0402,0.0401,0.7661
20-Apr-23,530621,80.63,79.41,0.0152,0.0333,0.0332,0.6343
20-Apr-23,530627,116.37,118.07,-0.0145,0.0276,0.0276,0.5273
20-Apr-23,530643,119.8,121.75,-0.0161,0.0322,0.0322,0.6152
20-Apr-23,530663,2.5,2.39,0.045,0.041,0.041,0.7833
20-Apr-23,530665,4.11,4.13,-0.0049,0.0245,0.0244,0.4662
20-Apr-23,530669,24.22,23.07,0.0486,0.0318,0.0319,0.6094
20-Apr-23,530675,42.5,42.5,0,0.035,0.0349,0.6668
20-Apr-23,530677,95.48,95.75,-0.0028,0.0365,0.0364,0.6954
20-Apr-23,530689,80.27,82.75,-0.0304,0.0356,0.0356,0.6801
20-Apr-23,530695,10.08,10,0.008,0.0465,0.0464,0.8865
20-Apr-23,530697,58.53,60.41,-0.0316,0.0387,0.0387,0.7394
20-Apr-23,530705,9.92,9.45,0.0485,0.0177,0.018,0.3439
20-Apr-23,530709,18.42,18.45,-0.0016,0.0322,0.0321,0.6133
20-Apr-23,530711,61.32,63.5,-0.0349,0.0401,0.0401,0.7661
20-Apr-23,530713,8.7,9.14,-0.0493,0.0365,0.0366,0.6992
20-Apr-23,530723,119,120.95,-0.0163,0.0364,0.0363,0.6935
20-Apr-23,530733,9.94,9.59,0.0358,0.0433,0.0433,0.8272
20-Apr-23,530735,20,20.75,-0.0368,0.0408,0.0408,0.7795
20-Apr-23,530741,183.65,181.6,0.0112,0.0376,0.0375,0.7164
20-Apr-23,530747,13.29,12.96,0.0251,0.0371,0.0371,0.7088
20-Apr-23,530755,15.42,15.84,-0.0269,0.0321,0.0321,0.6133
20-Apr-23,530777,7.9,8,-0.0126,0.0188,0.0188,0.3592
20-Apr-23,530779,19,19,0,0.0323,0.0322,0.6152
20-Apr-23,530789,119.9,117.05,0.0241,0.044,0.0439,0.8387
20-Apr-23,530795,6.21,6.21,0,0.0338,0.0337,0.6438
20-Apr-23,530797,12.66,13,-0.0265,0.0282,0.0282,0.5388
20-Apr-23,530799,7.97,7.97,0,0.0179,0.0178,0.3401
20-Apr-23,530809,45.63,41.63,0.0917,0.0355,0.036,0.6878
20-Apr-23,530815,80.9,78.34,0.0322,0.039,0.039,0.7451
20-Apr-23,530821,15,15,0,0.041,0.0409,0.7814
20-Apr-23,530825,25.22,25.15,0.0028,0.0365,0.0364,0.6954
20-Apr-23,530829,25.54,25.65,-0.0043,0.0399,0.0398,0.7604
20-Apr-23,530839,4.69,4.69,0,0.037,0.0369,0.705
20-Apr-23,530845,597.1,595,0.0035,0.0306,0.0305,0.5827
20-Apr-23,530853,65.01,64.7,0.0048,0.0386,0.0385,0.7355
20-Apr-23,530855,7.94,7.94,0,0,0,0
20-Apr-23,530879,74.48,77.63,-0.0414,0.0391,0.0391,0.747
20-Apr-23,530881,175,182,-0.0392,0.0317,0.0317,0.6056
20-Apr-23,530883,5.26,5.24,0.0038,0.0324,0.0323,0.6171
20-Apr-23,530897,78.08,80,-0.0243,0.0309,0.0308,0.5884
20-Apr-23,530899,32.19,33.88,-0.0512,0.0279,0.0281,0.5368
20-Apr-23,530907,36.58,38.5,-0.0512,0.0172,0.0175,0.3343
20-Apr-23,530909,82,85.45,-0.0412,0.0299,0.0299,0.5712
20-Apr-23,530915,2.85,2.98,-0.0446,0.0356,0.0357,0.682
20-Apr-23,530925,25.51,25.51,0,0.0263,0.0263,0.5025
20-Apr-23,530929,16.39,16.39,0,0.0154,0.0154,0.2942
20-Apr-23,530931,8.73,8.7,0.0034,0.038,0.0379,0.7241
20-Apr-23,530951,108.89,106.18,0.0252,0.0355,0.0355,0.6782
20-Apr-23,530953,178.35,180.5,-0.012,0.0347,0.0347,0.6629
20-Apr-23,530959,24.78,23.91,0.0357,0.0307,0.0307,0.5865
20-Apr-23,530973,41.75,41.7,0.0012,0.0333,0.0332,0.6343
20-Apr-23,530977,117.5,118.45,-0.0081,0.0353,0.0352,0.6725
20-Apr-23,530979,36.85,36.71,0.0038,0.0267,0.0267,0.5101
20-Apr-23,530991,68.14,56.79,0.1822,0.042,0.0438,0.8368
20-Apr-23,530997,42.7,41.45,0.0297,0.0445,0.0444,0.8483
20-Apr-23,531003,47.37,45.12,0.0487,0.0243,0.0245,0.4681
20-Apr-23,531017,10.2,10,0.0198,0.0365,0.0364,0.6954
20-Apr-23,531025,0.98,0.94,0.0417,0.0538,0.0537,1.0259
20-Apr-23,531027,13.18,13.18,0,0.0277,0.0276,0.5273
20-Apr-23,531035,9.97,9.97,0,0.0078,0.0078,0.149
20-Apr-23,531041,212.8,209.9,0.0137,0.0313,0.0312,0.5961
20-Apr-23,531043,14.7,14.7,0,0.0332,0.0331,0.6324
20-Apr-23,531049,11,10.7,0.0277,0.0336,0.0336,0.6419
20-Apr-23,531051,9.61,9.61,0,0.0219,0.0219,0.4184
20-Apr-23,531065,4.04,4.04,0,0.0049,0.0049,0.0936
20-Apr-23,531067,88.75,90,-0.014,0.0332,0.0331,0.6324
20-Apr-23,531069,839,816.05,0.0277,0.029,0.029,0.554
20-Apr-23,531080,22.9,25.11,-0.0921,0.0484,0.0487,0.9304
20-Apr-23,531083,6.49,6.05,0.0702,0.0524,0.0525,1.003
20-Apr-23,531091,15.05,14.34,0.0483,0.0369,0.037,0.7069
20-Apr-23,531099,4.72,4.72,0,0.0249,0.0248,0.4738
20-Apr-23,531109,61.08,61.09,-0.0002,0.0354,0.0353,0.6744
20-Apr-23,531111,42.53,44.04,-0.0349,0.035,0.035,0.6687
20-Apr-23,531112,95.57,90.44,0.0552,0.0351,0.0352,0.6725
20-Apr-23,531119,9.76,9.76,0,0.0281,0.028,0.5349
20-Apr-23,531126,3.95,3.95,0,0.0259,0.0259,0.4948
20-Apr-23,531127,14.07,14.07,0,0.0204,0.0203,0.3878
20-Apr-23,531129,21,20.9,0.0048,0.0341,0.034,0.6496
20-Apr-23,531137,0.87,0.85,0.0233,0.0384,0.0383,0.7317
20-Apr-23,531144,7.5,7.51,-0.0013,0.0234,0.0233,0.4451
20-Apr-23,531153,9.49,9.67,-0.0188,0.0355,0.0355,0.6782
20-Apr-23,531155,3.81,3.81,0,0.0292,0.0291,0.556
20-Apr-23,531156,11.98,11.91,0.0059,0.0318,0.0317,0.6056
20-Apr-23,531157,5.79,5.52,0.0478,0.0308,0.0309,0.5903
20-Apr-23,531158,13.25,13.01,0.0183,0.0365,0.0365,0.6973
20-Apr-23,531161,82.88,81.51,0.0167,0.0328,0.0327,0.6247
20-Apr-23,531163,39.78,39,0.0198,0.0328,0.0327,0.6247
20-Apr-23,531168,17.2,16.39,0.0482,0.0068,0.0076,0.1452
20-Apr-23,531169,67.88,62.36,0.0848,0.0476,0.0479,0.9151
20-Apr-23,531173,44.42,43.98,0.01,0.0335,0.0334,0.6381
20-Apr-23,531175,2.09,2.12,-0.0143,0.0329,0.0328,0.6266
20-Apr-23,531176,20.59,20.53,0.0029,0.0374,0.0373,0.7126
20-Apr-23,531178,45.16,45.45,-0.0064,0.0413,0.0412,0.7871
20-Apr-23,531190,11.07,10.55,0.0481,0.0255,0.0257,0.491
20-Apr-23,531198,3.5,3.4,0.029,0.0354,0.0354,0.6763
20-Apr-23,531199,48.01,49.8,-0.0366,0.0378,0.0378,0.7222
20-Apr-23,531201,1715.9,1600.45,0.0697,0.0406,0.0408,0.7795
20-Apr-23,531203,38.85,38.85,0,0.0203,0.0203,0.3878
20-Apr-23,531210,39.2,39.2,0,0.0331,0.033,0.6305
20-Apr-23,531211,7.39,7.39,0,0.0227,0.0226,0.4318
20-Apr-23,531212,32.69,31.33,0.0425,0.0393,0.0393,0.7508
20-Apr-23,531215,134.2,134.15,0.0004,0.042,0.0419,0.8005
20-Apr-23,531216,3.29,3.39,-0.0299,0.0414,0.0413,0.789
20-Apr-23,531221,10.26,9.78,0.0479,0.0348,0.0349,0.6668
20-Apr-23,531223,28.65,28.21,0.0155,0.0341,0.034,0.6496
20-Apr-23,531225,29.71,29.25,0.0156,0.0352,0.0351,0.6706
20-Apr-23,531227,60.5,56,0.0773,0.0322,0.0326,0.6228
20-Apr-23,531228,4.54,4.62,-0.0175,0.0158,0.0158,0.3019
20-Apr-23,531233,13.53,13.76,-0.0169,0.0366,0.0365,0.6973
20-Apr-23,531234,91.23,95.37,-0.0444,0.0315,0.0316,0.6037
20-Apr-23,531235,20,19.2,0.0408,0.0293,0.0293,0.5598
20-Apr-23,531240,3.47,3.47,0,0.0343,0.0342,0.6534
20-Apr-23,531246,16.25,15.5,0.0473,0.0323,0.0324,0.619
20-Apr-23,531252,4.51,4.3,0.0477,0.0346,0.0347,0.6629
20-Apr-23,531253,287.2,285.8,0.0049,0.0385,0.0384,0.7336
20-Apr-23,531254,67.59,66.31,0.0191,0.0451,0.045,0.8597
20-Apr-23,531255,30.62,29.41,0.0403,0.046,0.046,0.8788
20-Apr-23,531257,22.64,24.39,-0.0745,0.0369,0.0371,0.7088
20-Apr-23,531259,4.3,4.3,0,0.0325,0.0325,0.6209
20-Apr-23,531260,374.1,367.2,0.0186,0.0356,0.0355,0.6782
20-Apr-23,531268,23.93,24.47,-0.0223,0.0249,0.0248,0.4738
20-Apr-23,531272,7.26,7.26,0,0.0126,0.0126,0.2407
20-Apr-23,531273,5.04,5.26,-0.0427,0.0433,0.0433,0.8272
20-Apr-23,531274,8.61,8.6,0.0012,0.0266,0.0265,0.5063
20-Apr-23,531278,39.99,40.95,-0.0237,0.0347,0.0347,0.6629
20-Apr-23,531279,58.46,57.15,0.0227,0.036,0.036,0.6878
20-Apr-23,531280,7.9,8.1,-0.025,0.0364,0.0363,0.6935
20-Apr-23,531281,12.49,12.32,0.0137,0.0417,0.0416,0.7948
20-Apr-23,531283,9.4,9.5,-0.0106,0.0301,0.0301,0.5751
20-Apr-23,531287,102.17,105.57,-0.0327,0.0389,0.0389,0.7432
20-Apr-23,531288,21.3,21.3,0,0.0299,0.0299,0.5712
20-Apr-23,531289,85.24,83.62,0.0192,0.0376,0.0375,0.7164
20-Apr-23,531297,48.56,52.9,-0.0856,0.0433,0.0436,0.833
20-Apr-23,531300,3.05,3.02,0.0099,0.0348,0.0347,0.6629
20-Apr-23,531301,34.95,33.29,0.0487,0.0379,0.0379,0.7241
20-Apr-23,531304,38.23,36.45,0.0477,0.0334,0.0335,0.64
20-Apr-23,531306,976,967.2,0.0091,0.0338,0.0337,0.6438
20-Apr-23,531307,14.7,15,-0.0202,0.0325,0.0325,0.6209
20-Apr-23,531310,145.5,142.05,0.024,0.034,0.0339,0.6477
20-Apr-23,531314,22.45,22.45,0,0.0203,0.0202,0.3859
20-Apr-23,531319,5.83,5.84,-0.0017,0.0292,0.0291,0.556
20-Apr-23,531323,6.23,6.23,0,0.0315,0.0314,0.5999
20-Apr-23,531324,17.31,16.49,0.0485,0.0345,0.0345,0.6591
20-Apr-23,531327,4.09,3.92,0.0425,0.0312,0.0313,0.598
20-Apr-23,531328,0.58,0.59,-0.0171,0.0366,0.0365,0.6973
20-Apr-23,531334,6.8,6.48,0.0482,0.035,0.0351,0.6706
20-Apr-23,531338,16.83,16.85,-0.0012,0.0305,0.0304,0.5808
20-Apr-23,531340,36.61,34.87,0.0487,0.0348,0.0348,0.6649
20-Apr-23,531341,15.39,14.66,0.0486,0.0361,0.0362,0.6916
20-Apr-23,531346,31.91,33.88,-0.0599,0.0357,0.0359,0.6859
20-Apr-23,531352,26.7,25.45,0.0479,0.0304,0.0305,0.5827
20-Apr-23,531357,18.55,17.67,0.0486,0.0584,0.0584,1.1157
20-Apr-23,531359,131.2,131.2,0,0.0431,0.043,0.8215
20-Apr-23,531360,22.04,23.29,-0.0552,0.0365,0.0366,0.6992
20-Apr-23,531364,73.17,74,-0.0113,0.0421,0.042,0.8024
20-Apr-23,531370,18.5,18.47,0.0016,0.0427,0.0426,0.8139
20-Apr-23,531380,62.09,60.58,0.0246,0.0372,0.0372,0.7107
20-Apr-23,531381,37.72,37.1,0.0166,0.0323,0.0322,0.6152
20-Apr-23,531387,4.61,4.63,-0.0043,0.0144,0.0144,0.2751
20-Apr-23,531390,39.1,38.71,0.01,0.0364,0.0363,0.6935
20-Apr-23,531395,18.44,19.38,-0.0497,0.0276,0.0277,0.5292
20-Apr-23,531396,2.61,2.49,0.0471,0.0338,0.0339,0.6477
20-Apr-23,531397,15.85,15.85,0,0.0206,0.0206,0.3936
20-Apr-23,531398,103.75,100.97,0.0272,0.0379,0.0379,0.7241
20-Apr-23,531399,38.44,36.62,0.0485,0.0338,0.0339,0.6477
20-Apr-23,531402,14.65,14,0.0454,0.0342,0.0343,0.6553
20-Apr-23,531406,8.6,8.9,-0.0343,0.0214,0.0215,0.4108
20-Apr-23,531409,15.54,15.54,0,0.0311,0.0311,0.5942
20-Apr-23,531411,1.71,1.75,-0.0231,0.033,0.0329,0.6286
20-Apr-23,531412,72,75,-0.0408,0.0301,0.0302,0.577
20-Apr-23,531413,5.9,5.9,0,0.0309,0.0309,0.5903
20-Apr-23,531416,17.48,18.39,-0.0507,0.0394,0.0395,0.7546
20-Apr-23,531417,1.68,1.62,0.0364,0.0356,0.0356,0.6801
20-Apr-23,531420,3.32,3.17,0.0462,0.0112,0.0116,0.2216
20-Apr-23,531432,5.3,5.49,-0.0352,0.033,0.033,0.6305
20-Apr-23,531433,2.31,2.31,0,0.038,0.0379,0.7241
20-Apr-23,531436,4.94,4.94,0,0.0255,0.0254,0.4853
20-Apr-23,531437,22.89,22.37,0.023,0.035,0.035,0.6687
20-Apr-23,531444,10.26,10.8,-0.0513,0.0282,0.0284,0.5426
20-Apr-23,531454,19.49,19.26,0.0119,0.0358,0.0357,0.682
20-Apr-23,531456,1.75,1.79,-0.0226,0.0348,0.0347,0.6629
20-Apr-23,531460,4,3.81,0.0487,0.0413,0.0413,0.789
20-Apr-23,531465,0.59,0.58,0.0171,0.0143,0.0143,0.2732
20-Apr-23,531471,6.32,6.32,0,0.0406,0.0405,0.7738
20-Apr-23,531472,16.76,16.75,0.0006,0.0375,0.0374,0.7145
20-Apr-23,531489,349.75,347.75,0.0057,0.0318,0.0318,0.6075
20-Apr-23,531494,7,6.68,0.0468,0.0379,0.038,0.726
20-Apr-23,531499,6.6,6.62,-0.003,0.0437,0.0436,0.833
20-Apr-23,531502,4.61,4.52,0.0197,0.0172,0.0173,0.3305
20-Apr-23,531503,44.5,43.2,0.0296,0.0409,0.0409,0.7814
20-Apr-23,531505,7.18,6.84,0.0485,0.0128,0.0132,0.2522
20-Apr-23,531506,6.58,6.58,0,0.0169,0.0169,0.3229
20-Apr-23,531509,14.7,15.44,-0.0491,0.0352,0.0353,0.6744
20-Apr-23,531512,11.64,11.62,0.0017,0.0356,0.0355,0.6782
20-Apr-23,531521,5.2,5.2,0,0.0061,0.0061,0.1165
20-Apr-23,531525,17,17,0,0.0412,0.0411,0.7852
20-Apr-23,531529,6.97,6.64,0.0485,0.0296,0.0297,0.5674
20-Apr-23,531533,56.42,59.38,-0.0511,0.0363,0.0364,0.6954
20-Apr-23,531539,18.59,18.85,-0.0139,0.0433,0.0432,0.8253
20-Apr-23,531540,77,78.63,-0.0209,0.0322,0.0322,0.6152
20-Apr-23,531541,2.62,2.66,-0.0152,0.0365,0.0364,0.6954
20-Apr-23,531550,93.31,89.02,0.0471,0.0384,0.0384,0.7336
20-Apr-23,531552,14.91,15.18,-0.0179,0.0439,0.0438,0.8368
20-Apr-23,531553,11.85,12.47,-0.051,0.0272,0.0273,0.5216
20-Apr-23,531569,50.54,45.95,0.0952,0.0415,0.042,0.8024
20-Apr-23,531574,3.36,3.36,0,0.035,0.0349,0.6668
20-Apr-23,531578,3.84,3.84,0,0.0395,0.0394,0.7527
20-Apr-23,531582,9.65,9.2,0.0478,0.0337,0.0338,0.6457
20-Apr-23,531585,5.77,5.77,0,0.0321,0.032,0.6114
20-Apr-23,531591,9.05,9.16,-0.0121,0.0353,0.0352,0.6725
20-Apr-23,531592,3.1,3.08,0.0065,0.0329,0.0328,0.6266
20-Apr-23,531594,11,10.48,0.0484,0.0359,0.0359,0.6859
20-Apr-23,531600,94.81,90.3,0.0487,0.0276,0.0277,0.5292
20-Apr-23,531608,180,179.35,0.0036,0.0347,0.0346,0.661
20-Apr-23,531609,208.95,195,0.0691,0.0379,0.0381,0.7279
20-Apr-23,531613,1.45,1.39,0.0423,0.0346,0.0347,0.6629
20-Apr-23,531616,85.12,89.6,-0.0513,0.0377,0.0377,0.7203
20-Apr-23,531626,3.62,3.79,-0.0459,0.0336,0.0337,0.6438
20-Apr-23,531628,8.4,8.4,0,0.0032,0.0032,0.0611
20-Apr-23,531635,43,43.25,-0.0058,0.0383,0.0382,0.7298
20-Apr-23,531637,458.25,463.2,-0.0107,0.0337,0.0337,0.6438
20-Apr-23,531638,76.1,76.69,-0.0077,0.0305,0.0305,0.5827
20-Apr-23,531640,12.23,12.23,0,0.0209,0.0208,0.3974
20-Apr-23,531644,12.01,12.01,0,0.0274,0.0273,0.5216
20-Apr-23,531651,84.7,85,-0.0035,0.0301,0.0301,0.5751
20-Apr-23,531652,28.84,27.47,0.0487,0.0325,0.0326,0.6228
20-Apr-23,531661,10.4,10.62,-0.0209,0.0332,0.0331,0.6324
20-Apr-23,531667,29.93,31.09,-0.038,0.0381,0.0381,0.7279
20-Apr-23,531668,1.9,1.93,-0.0157,0.0436,0.0435,0.8311
20-Apr-23,531671,2,1.91,0.046,0.018,0.0183,0.3496
20-Apr-23,531672,22.15,21.1,0.0486,0.0335,0.0336,0.6419
20-Apr-23,531673,22.57,21.5,0.0486,0.0344,0.0345,0.6591
20-Apr-23,531677,35.35,35.35,0,0.017,0.017,0.3248
20-Apr-23,531680,7.13,7.35,-0.0304,0.0314,0.0314,0.5999
20-Apr-23,531681,0.74,0.78,-0.0526,0.0315,0.0316,0.6037
20-Apr-23,531688,82.51,84.9,-0.0286,0.0372,0.0372,0.7107
20-Apr-23,531694,9.78,9.39,0.0407,0.0413,0.0413,0.789
20-Apr-23,531716,1.45,1.37,0.0568,0.0446,0.0446,0.8521
20-Apr-23,531726,198.15,196.2,0.0099,0.0343,0.0342,0.6534
20-Apr-23,531727,43.41,44.4,-0.0225,0.0308,0.0308,0.5884
20-Apr-23,531735,20,20,0,0.0145,0.0145,0.277
20-Apr-23,531737,0.81,0.8,0.0124,0.016,0.016,0.3057
20-Apr-23,531739,5.94,5.92,0.0034,0.0281,0.0281,0.5368
20-Apr-23,531743,21.49,21.49,0,0.0108,0.0108,0.2063
20-Apr-23,531744,36.99,37,-0.0003,0.0417,0.0416,0.7948
20-Apr-23,531752,0.68,0.68,0,0.0332,0.0331,0.6324
20-Apr-23,531758,6.91,7.27,-0.0508,0.0312,0.0313,0.598
20-Apr-23,531762,11.71,11.71,0,0.0405,0.0404,0.7718
20-Apr-23,531775,0.53,0.53,0,0.0099,0.0099,0.1891
20-Apr-23,531778,21.34,20.35,0.0475,0.0378,0.0378,0.7222
20-Apr-23,531779,30.55,32.15,-0.051,0.0211,0.0213,0.4069
20-Apr-23,531780,41.66,40.93,0.0177,0.036,0.036,0.6878
20-Apr-23,531784,1.87,1.91,-0.0212,0.0459,0.0458,0.875
20-Apr-23,531797,7.17,7.17,0,0.0092,0.0092,0.1758
20-Apr-23,531802,36.63,34.27,0.0666,0.0393,0.0395,0.7546
20-Apr-23,531810,79.76,81.99,-0.0276,0.0339,0.0338,0.6457
20-Apr-23,531812,0.6,0.63,-0.0488,0.0342,0.0343,0.6553
20-Apr-23,531813,77.72,77,0.0093,0.0343,0.0343,0.6553
20-Apr-23,531814,9.92,9.8,0.0122,0.039,0.0389,0.7432
20-Apr-23,531819,16.8,16.8,0,0.0136,0.0136,0.2598
20-Apr-23,531821,90.46,94.65,-0.0453,0.0323,0.0324,0.619
20-Apr-23,531822,45,44.11,0.02,0.0454,0.0453,0.8655
20-Apr-23,531832,5.32,5.32,0,0.0289,0.0288,0.5502
20-Apr-23,531834,5.14,5.14,0,0.0416,0.0415,0.7929
20-Apr-23,531842,26.35,26.58,-0.0087,0.0342,0.0342,0.6534
20-Apr-23,531846,20.67,20.67,0,0.0359,0.0358,0.684
20-Apr-23,531847,699.45,683,0.0238,0.0247,0.0247,0.4719
20-Apr-23,531859,46.49,48.93,-0.0512,0.0389,0.039,0.7451
20-Apr-23,531861,30.27,29.77,0.0167,0.0334,0.0334,0.6381
20-Apr-23,531862,125.33,125.73,-0.0032,0.0236,0.0235,0.449
20-Apr-23,531867,6.89,6.89,0,0.0424,0.0423,0.8081
20-Apr-23,531869,18.41,18.54,-0.007,0.027,0.027,0.5158
20-Apr-23,531878,7.2,7.2,0,0.0514,0.0513,0.9801
20-Apr-23,531881,17.1,16.38,0.043,0.035,0.035,0.6687
20-Apr-23,531885,8.13,8.13,0,0.002,0.002,0.0382
20-Apr-23,531887,6.73,6.73,0,0.006,0.006,0.1146
20-Apr-23,531888,141.87,129.19,0.0936,0.0391,0.0396,0.7566
20-Apr-23,531889,64.34,67.72,-0.0512,0.0292,0.0294,0.5617
20-Apr-23,531893,0.83,0.81,0.0244,0.0398,0.0398,0.7604
20-Apr-23,531900,14.5,14.45,0.0035,0.0382,0.0381,0.7279
20-Apr-23,531902,17.01,17,0.0006,0.04,0.0399,0.7623
20-Apr-23,531909,7.07,7.44,-0.051,0.0352,0.0353,0.6744
20-Apr-23,531910,14.79,14.09,0.0485,0.0316,0.0317,0.6056
20-Apr-23,531911,24.3,24.3,0,0.0309,0.0309,0.5903
20-Apr-23,531913,7.26,6.94,0.0451,0.0362,0.0362,0.6916
20-Apr-23,531918,2.1,2.1,0,0,0,0
20-Apr-23,531923,65.44,68.88,-0.0512,0.0387,0.0388,0.7413
20-Apr-23,531925,1.74,1.74,0,0.0321,0.032,0.6114
20-Apr-23,531928,8.55,8.55,0,0.0158,0.0157,0.2999
20-Apr-23,531929,7.1,7.1,0,0.0373,0.0372,0.7107
20-Apr-23,531930,32.85,32.97,-0.0036,0.0399,0.0398,0.7604
20-Apr-23,531931,119.35,118,0.0114,0.0342,0.0341,0.6515
20-Apr-23,531946,8.75,8.75,0,0.0134,0.0133,0.2541
20-Apr-23,531950,2.58,2.68,-0.038,0.0365,0.0365,0.6973
20-Apr-23,531952,37.5,36.8,0.0188,0.0287,0.0287,0.5483
20-Apr-23,531959,11.9,11.99,-0.0075,0.0218,0.0217,0.4146
20-Apr-23,531960,1.64,1.72,-0.0476,0.0159,0.0162,0.3095
20-Apr-23,531962,47,49.46,-0.051,0.0346,0.0347,0.6629
20-Apr-23,531968,17.75,17.75,0,0.031,0.031,0.5923
20-Apr-23,531977,4.14,4.1,0.0097,0.0325,0.0325,0.6209
20-Apr-23,531979,37.8,38.03,-0.0061,0.0291,0.029,0.554
20-Apr-23,531980,15.7,15.7,0,0.0224,0.0224,0.428
20-Apr-23,531982,46.8,48.95,-0.0449,0.0366,0.0366,0.6992
20-Apr-23,531991,0.84,0.79,0.0614,0.0346,0.0348,0.6649
20-Apr-23,531994,72.02,72.02,0,0.0249,0.0248,0.4738
20-Apr-23,531996,7.42,7.35,0.0095,0.0356,0.0355,0.6782
20-Apr-23,531997,3.76,3.59,0.0463,0.0114,0.0118,0.2254
20-Apr-23,532001,29.2,29.15,0.0017,0.0457,0.0456,0.8712
20-Apr-23,532005,62.95,61.07,0.0303,0.0448,0.0447,0.854
20-Apr-23,532007,10.2,10.2,0,0.0296,0.0295,0.5636
20-Apr-23,532011,155.7,160,-0.0272,0.0291,0.029,0.554
20-Apr-23,532015,3.78,3.83,-0.0131,0.0387,0.0387,0.7394
20-Apr-23,532016,14.99,14.99,0,0.0128,0.0128,0.2445
20-Apr-23,532022,12.68,12.72,-0.0031,0.0361,0.036,0.6878
20-Apr-23,532024,7.29,7.29,0,0.0027,0.0027,0.0516
20-Apr-23,532029,21.99,21.54,0.0207,0.0546,0.0545,1.0412
20-Apr-23,532035,24.77,25.85,-0.0427,0.0353,0.0353,0.6744
