Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
20-Apr-23,20MICRONS,83.8,82.2,0.0193,0.0325,0.0324,0.619
20-Apr-23,21STCENMGM,20.05,19.95,0.005,0.0168,0.0168,0.321
20-Apr-23,360ONE,409.8,415.1,-0.0129,0.0214,0.0214,0.4088
20-Apr-23,3IINFOLTD,33.1,33,0.003,0.0281,0.028,0.5349
20-Apr-23,3MINDIA,22627.95,22777.35,-0.0066,0.017,0.017,0.3248
20-Apr-23,3PLAND,23.85,24.15,-0.0125,0.0417,0.0416,0.7948
20-Apr-23,4THDIM,28.15,28.7,-0.0193,0.0179,0.0179,0.342
20-Apr-23,500009,21.81,21.79,0.0009,0.0268,0.0268,0.512
20-Apr-23,500012,63.93,63.52,0.0064,0.0298,0.0297,0.5674
20-Apr-23,500014,4.7,4.69,0.0021,0.0384,0.0383,0.7317
20-Apr-23,500016,12.71,12.8,-0.0071,0.0342,0.0341,0.6515
20-Apr-23,500028,8.07,7.88,0.0238,0.0293,0.0293,0.5598
20-Apr-23,500058,9.23,9,0.0252,0.0275,0.0274,0.5235
20-Apr-23,500068,7924,7863.9,0.0076,0.0186,0.0186,0.3554
20-Apr-23,500069,230.05,230,0.0002,0.0286,0.0286,0.5464
20-Apr-23,500120,475.15,475,0.0003,0.0315,0.0314,0.5999
20-Apr-23,500123,5250.9,5276.1,-0.0048,0.0197,0.0196,0.3745
20-Apr-23,500142,5.94,5.71,0.0395,0.048,0.048,0.917
20-Apr-23,500143,66.86,70.11,-0.0475,0.0368,0.0369,0.705
20-Apr-23,500147,1500.75,1493.55,0.0048,0.0278,0.0278,0.5311
20-Apr-23,500159,80.75,80.03,0.009,0.0291,0.0291,0.556
20-Apr-23,500166,182.9,180,0.016,0.0207,0.0207,0.3955
20-Apr-23,500170,34.01,33.36,0.0193,0.0367,0.0366,0.6992
20-Apr-23,500192,3.01,2.87,0.0476,0.0318,0.0319,0.6094
20-Apr-23,500202,6.99,6.66,0.0484,0.0306,0.0307,0.5865
20-Apr-23,500206,30.19,31.72,-0.0494,0.0478,0.0478,0.9132
20-Apr-23,500213,259.35,245.6,0.0545,0.0348,0.035,0.6687
20-Apr-23,500220,175.7,173.4,0.0132,0.0363,0.0362,0.6916
20-Apr-23,500223,2.27,2.28,-0.0044,0.0397,0.0396,0.7566
20-Apr-23,500236,1.71,1.71,0,0.0348,0.0347,0.6629
20-Apr-23,500239,29.93,28.94,0.0336,0.0332,0.0332,0.6343
20-Apr-23,500240,94.29,92.23,0.0221,0.0303,0.0303,0.5789
20-Apr-23,500246,73.93,77.01,-0.0408,0.0388,0.0388,0.7413
20-Apr-23,500248,2.76,2.76,0,0.0409,0.0408,0.7795
20-Apr-23,500264,48.4,48.02,0.0079,0.0335,0.0334,0.6381
20-Apr-23,500267,137.6,137.2,0.0029,0.0257,0.0256,0.4891
20-Apr-23,500270,212.95,224.15,-0.0513,0.0362,0.0363,0.6935
20-Apr-23,500277,11.26,10.73,0.0482,0.0366,0.0367,0.7012
20-Apr-23,500284,209.35,208.3,0.005,0.0388,0.0388,0.7413
20-Apr-23,500298,1373.55,1355,0.0136,0.0236,0.0235,0.449
20-Apr-23,500306,55.28,51.16,0.0775,0.032,0.0324,0.619
20-Apr-23,500307,379.45,379.95,-0.0013,0.0191,0.0191,0.3649
20-Apr-23,500319,63.06,63.97,-0.0143,0.0342,0.0341,0.6515
20-Apr-23,500346,29.37,28.43,0.0325,0.0338,0.0338,0.6457
20-Apr-23,500357,19.45,19.95,-0.0254,0.0348,0.0348,0.6649
20-Apr-23,500358,4.15,4.17,-0.0048,0.037,0.037,0.7069
20-Apr-23,500360,53.4,52.31,0.0206,0.0341,0.034,0.6496
20-Apr-23,500365,20.1,19.94,0.008,0.0308,0.0307,0.5865
20-Apr-23,500367,68.93,69.09,-0.0023,0.0265,0.0264,0.5044
20-Apr-23,500370,30.99,31.51,-0.0166,0.0393,0.0392,0.7489
20-Apr-23,500388,20,20,0,0.0293,0.0293,0.5598
20-Apr-23,500414,150.4,153.15,-0.0181,0.0333,0.0333,0.6362
20-Apr-23,500422,20.21,20,0.0104,0.0414,0.0413,0.789
20-Apr-23,500426,1.85,1.85,0,0.0369,0.0368,0.7031
20-Apr-23,500449,25.84,25.73,0.0043,0.0296,0.0295,0.5636
20-Apr-23,500450,265.85,254.9,0.0421,0.0273,0.0274,0.5235
20-Apr-23,500458,7.47,7.38,0.0121,0.0348,0.0348,0.6649
20-Apr-23,501110,7.15,7.15,0,0.0032,0.0032,0.0611
20-Apr-23,501111,11.02,11.02,0,0.0028,0.0028,0.0535
20-Apr-23,501144,13.35,13.35,0,0.0017,0.0017,0.0325
20-Apr-23,501148,252.35,252.35,0,0.0144,0.0143,0.2732
20-Apr-23,501151,595,595,0,0.0106,0.0105,0.2006
20-Apr-23,501261,294,294,0,0.0031,0.0031,0.0592
20-Apr-23,501270,1.34,1.34,0,0.0046,0.0045,0.086
20-Apr-23,501298,1915.2,1933.8,-0.0097,0.0201,0.0201,0.384
20-Apr-23,501311,6.97,7.33,-0.0504,0.0255,0.0257,0.491
20-Apr-23,501314,2.17,2.28,-0.0494,0.0977,0.0975,1.8627
20-Apr-23,501351,90,94.25,-0.0461,0.0104,0.0109,0.2082
20-Apr-23,501370,123.9,123.9,0,0.0409,0.0408,0.7795
20-Apr-23,501386,5.08,5.08,0,0.0074,0.0074,0.1414
20-Apr-23,501391,250,251.25,-0.005,0.0419,0.0418,0.7986
20-Apr-23,501421,201.5,191.95,0.0486,0.0333,0.0334,0.6381
20-Apr-23,501430,716.55,706,0.0148,0.0303,0.0302,0.577
20-Apr-23,501477,175.5,175.5,0,0.0311,0.031,0.5923
20-Apr-23,501622,33.84,32.23,0.0487,0.0317,0.0318,0.6075
20-Apr-23,501630,19.2,19.2,0,0.0017,0.0017,0.0325
20-Apr-23,501700,53.04,52.24,0.0152,0.0391,0.039,0.7451
20-Apr-23,501833,14.1,13.84,0.0186,0.0341,0.034,0.6496
20-Apr-23,501848,29.23,27.86,0.048,0.039,0.0391,0.747
20-Apr-23,502015,12.05,11.86,0.0159,0.0331,0.0331,0.6324
20-Apr-23,502133,8.42,8.02,0.0487,0.0083,0.009,0.1719
20-Apr-23,502175,55.78,54.77,0.0183,0.0255,0.0255,0.4872
20-Apr-23,502250,359,359,0,0.0299,0.0298,0.5693
20-Apr-23,502281,20.74,21.19,-0.0215,0.0346,0.0345,0.6591
20-Apr-23,502294,38,38.4,-0.0105,0.0369,0.0368,0.7031
20-Apr-23,502445,21.4,20.45,0.0454,0.0398,0.0398,0.7604
20-Apr-23,502563,1.9,1.9,0,0.0291,0.0291,0.556
20-Apr-23,502587,54.97,55.8,-0.015,0.0271,0.027,0.5158
20-Apr-23,502589,84,84.01,-0.0001,0.0293,0.0292,0.5579
20-Apr-23,502850,12.55,12.55,0,0.0134,0.0134,0.256
20-Apr-23,502865,610.5,606.75,0.0062,0.0295,0.0294,0.5617
20-Apr-23,502873,92.04,93.42,-0.0149,0.0313,0.0313,0.598
20-Apr-23,502893,52.73,52.73,0,0.0269,0.0268,0.512
20-Apr-23,502901,3690,3540,0.0415,0.0266,0.0267,0.5101
20-Apr-23,502933,203.8,190.6,0.067,0.0292,0.0295,0.5636
20-Apr-23,502958,3604.7,3709.75,-0.0287,0.024,0.024,0.4585
20-Apr-23,503092,18.01,18.07,-0.0033,0.0328,0.0327,0.6247
20-Apr-23,503127,3600,3463,0.0388,0.0291,0.0292,0.5579
20-Apr-23,503229,64.7,67.29,-0.0393,0.0373,0.0373,0.7126
20-Apr-23,503349,2300,2300,0,0.0291,0.029,0.554
20-Apr-23,503622,7.35,7.35,0,0,0,0
20-Apr-23,503624,6.2,6.24,-0.0064,0.0403,0.0402,0.768
20-Apr-23,503635,13.23,13.23,0,0.0029,0.0029,0.0554
20-Apr-23,503639,9.55,9.55,0,0.0393,0.0392,0.7489
20-Apr-23,503641,23.98,24.65,-0.0276,0.0379,0.0379,0.7241
20-Apr-23,503657,9.39,9.61,-0.0232,0.038,0.038,0.726
20-Apr-23,503659,34.65,34.65,0,0.0222,0.0221,0.4222
20-Apr-23,503663,3.71,3.75,-0.0107,0.0381,0.0381,0.7279
20-Apr-23,503669,17.85,17,0.0488,0.0357,0.0358,0.684
20-Apr-23,503675,0.71,0.7,0.0142,0.0341,0.034,0.6496
20-Apr-23,503681,3.06,3.06,0,0.0849,0.0847,1.6182
20-Apr-23,503685,36.28,37.99,-0.0461,0.03,0.0301,0.5751
20-Apr-23,503689,3.2,3.2,0,0,0,0
20-Apr-23,503696,55,55,0,0,0,0
20-Apr-23,503772,82.3,80.01,0.0282,0.0561,0.0559,1.068
20-Apr-23,503776,33.15,33.65,-0.015,0.0411,0.041,0.7833
20-Apr-23,503804,503.8,510,-0.0122,0.0265,0.0264,0.5044
20-Apr-23,503816,41.01,41.92,-0.0219,0.039,0.039,0.7451
20-Apr-23,503837,4.74,4.74,0,0.0219,0.0218,0.4165
20-Apr-23,503863,10.41,10.41,0,0.0279,0.0278,0.5311
20-Apr-23,504000,60.21,60.03,0.003,0.0248,0.0248,0.4738
20-Apr-23,504028,67.5,68.21,-0.0105,0.0345,0.0344,0.6572
20-Apr-23,504076,17.46,17.69,-0.0131,0.0352,0.0351,0.6706
20-Apr-23,504080,424.4,404.2,0.0488,0.0349,0.035,0.6687
20-Apr-23,504084,8015.1,7925.75,0.0112,0.03,0.0299,0.5712
20-Apr-23,504092,89.75,91.8,-0.0226,0.0393,0.0392,0.7489
20-Apr-23,504093,229.6,230.8,-0.0052,0.0229,0.0229,0.4375
20-Apr-23,504132,1069.2,1067.9,0.0012,0.0342,0.0341,0.6515
20-Apr-23,504176,341.15,352.85,-0.0337,0.0392,0.0392,0.7489
20-Apr-23,504180,29.22,27.22,0.0709,0.0272,0.0276,0.5273
20-Apr-23,504240,71.01,71.13,-0.0017,0.0346,0.0345,0.6591
20-Apr-23,504258,982.7,951.05,0.0327,0.0289,0.0289,0.5521
20-Apr-23,504273,9.8,9.43,0.0385,0.0383,0.0383,0.7317
20-Apr-23,504340,6.67,6.8,-0.0193,0.0162,0.0163,0.3114
20-Apr-23,504341,45.13,43.14,0.0451,0.0339,0.034,0.6496
20-Apr-23,504356,7.72,8.11,-0.0493,0.0329,0.033,0.6305
20-Apr-23,504365,4.11,4.11,0,0.0034,0.0034,0.065
20-Apr-23,504375,102.55,102.55,0,0.0062,0.0062,0.1185
20-Apr-23,504378,4.21,4.19,0.0048,0.0361,0.036,0.6878
20-Apr-23,504380,127.24,111,0.1365,0.0371,0.0382,0.7298
20-Apr-23,504392,122.55,129,-0.0513,0.0373,0.0374,0.7145
20-Apr-23,504397,36.9,36.9,0,0.0348,0.0347,0.6629
20-Apr-23,504398,34.53,34.53,0,0.0132,0.0131,0.2503
20-Apr-23,504605,991.35,1010.25,-0.0189,0.0308,0.0307,0.5865
20-Apr-23,504646,320.1,335.95,-0.0483,0.0366,0.0366,0.6992
20-Apr-23,504648,29.02,27.64,0.0487,0.0442,0.0442,0.8444
20-Apr-23,504697,1.81,1.9,-0.0485,0.0331,0.0332,0.6343
20-Apr-23,504731,27,27,0,0.0286,0.0286,0.5464
20-Apr-23,504746,854.4,854.4,0,0.0218,0.0218,0.4165
20-Apr-23,504786,344.5,331.6,0.0382,0.0246,0.0247,0.4719
20-Apr-23,504810,49,47.38,0.0336,0.0505,0.0504,0.9629
20-Apr-23,504840,2793.25,2817.3,-0.0086,0.0353,0.0352,0.6725
20-Apr-23,504882,5177.95,5298.65,-0.023,0.0403,0.0402,0.768
20-Apr-23,504908,379.95,380,-0.0001,0.0388,0.0387,0.7394
20-Apr-23,504918,1210.25,1211.35,-0.0009,0.0361,0.036,0.6878
20-Apr-23,504959,2245.8,2201.7,0.0198,0.0204,0.0204,0.3897
20-Apr-23,504961,64.4,63.43,0.0152,0.0319,0.0319,0.6094
20-Apr-23,504988,709.95,668.1,0.0608,0.0352,0.0354,0.6763
20-Apr-23,504998,0.4,0.4,0,0.0557,0.0555,1.0603
20-Apr-23,505036,796.35,786.15,0.0129,0.0258,0.0257,0.491
20-Apr-23,505100,4.04,4.04,0,0.0148,0.0148,0.2828
20-Apr-23,505141,28.61,29.75,-0.0391,0.0232,0.0234,0.4471
20-Apr-23,505163,537.1,540.9,-0.0071,0.0265,0.0265,0.5063
20-Apr-23,505212,110.99,107.54,0.0316,0.0342,0.0342,0.6534
20-Apr-23,505216,675.65,675,0.001,0.0266,0.0266,0.5082
20-Apr-23,505232,1241.7,1231.2,0.0085,0.0249,0.0248,0.4738
20-Apr-23,505250,52.87,54.25,-0.0258,0.0288,0.0288,0.5502
20-Apr-23,505283,586.85,585.8,0.0018,0.0236,0.0236,0.4509
20-Apr-23,505285,180,180,0,0.0034,0.0034,0.065
20-Apr-23,505299,307.7,302.05,0.0185,0.0355,0.0355,0.6782
20-Apr-23,505302,824.9,831.95,-0.0085,0.0334,0.0333,0.6362
20-Apr-23,505336,2,2,0,0.008,0.0079,0.1509
20-Apr-23,505343,0.28,0.27,0.0364,0.0258,0.0258,0.4929
20-Apr-23,505358,143.45,133,0.0756,0.0347,0.035,0.6687
20-Apr-23,505504,17.95,17.95,0,0.0036,0.0036,0.0688
20-Apr-23,505515,3.7,3.69,0.0027,0.0329,0.0328,0.6266
20-Apr-23,505523,1.31,1.25,0.0469,0.0429,0.0429,0.8196
20-Apr-23,505585,13.46,13.46,0,0.0028,0.0028,0.0535
20-Apr-23,505594,32.8,32.8,0,0,0,0
20-Apr-23,505650,10.9,10.9,0,0.0362,0.0361,0.6897
20-Apr-23,505681,390.9,393.2,-0.0059,0.025,0.025,0.4776
20-Apr-23,505685,10.5,10.5,0,0.0583,0.0581,1.11
20-Apr-23,505690,227.05,239,-0.0513,0.0402,0.0403,0.7699
20-Apr-23,505693,10.01,10.15,-0.0139,0.0393,0.0392,0.7489
20-Apr-23,505703,43.15,44,-0.0195,0.0297,0.0297,0.5674
20-Apr-23,505712,84.39,79.05,0.0654,0.0286,0.0289,0.5521
20-Apr-23,505725,599.85,595.3,0.0076,0.0285,0.0284,0.5426
20-Apr-23,505729,76.34,78.3,-0.0254,0.0333,0.0333,0.6362
20-Apr-23,505737,453.8,455.65,-0.0041,0.0284,0.0283,0.5407
20-Apr-23,505750,850.3,774.25,0.0937,0.0367,0.0373,0.7126
20-Apr-23,505807,309.8,300.05,0.032,0.0241,0.0242,0.4623
20-Apr-23,505827,276.65,279.3,-0.0095,0.0248,0.0248,0.4738
20-Apr-23,505840,31.21,30.05,0.0379,0.0383,0.0383,0.7317
20-Apr-23,505850,116.8,116.9,-0.0009,0.0208,0.0207,0.3955
20-Apr-23,505872,2697.9,2697.1,0.0003,0.0319,0.0319,0.6094
20-Apr-23,505893,261.95,262.05,-0.0004,0.037,0.0369,0.705
20-Apr-23,505978,1466.25,1488.95,-0.0154,0.0263,0.0262,0.5006
20-Apr-23,506003,5.9,5.9,0,0.0705,0.0703,1.3431
20-Apr-23,506105,78.01,79,-0.0126,0.0251,0.0251,0.4795
20-Apr-23,506122,76,75.72,0.0037,0.0403,0.0402,0.768
20-Apr-23,506128,75.69,63.08,0.1822,0.0375,0.0396,0.7566
20-Apr-23,506161,3.19,3.19,0,0,0,0
20-Apr-23,506166,64.38,64.38,0,0.0151,0.0151,0.2885
20-Apr-23,506178,17.01,17.01,0,0.0081,0.0081,0.1548
20-Apr-23,506180,91,91,0,0.0081,0.008,0.1528
20-Apr-23,506186,12.81,12.81,0,0.0417,0.0416,0.7948
20-Apr-23,506190,50,50,0,0,0,0
20-Apr-23,506196,4.25,4.25,0,0.0018,0.0018,0.0344
20-Apr-23,506248,84.74,87.66,-0.0339,0.0299,0.0299,0.5712
20-Apr-23,506260,89.93,90.11,-0.002,0.0217,0.0217,0.4146
20-Apr-23,506313,108,108,0,0.0143,0.0143,0.2732
20-Apr-23,506365,39,39,0,0.0307,0.0306,0.5846
20-Apr-23,506414,148.6,149.2,-0.004,0.0284,0.0283,0.5407
20-Apr-23,506520,5.86,5.68,0.0312,0.0337,0.0337,0.6438
20-Apr-23,506522,1894.35,1902.3,-0.0042,0.0222,0.0222,0.4241
20-Apr-23,506528,1047.35,1067,-0.0186,0.0313,0.0313,0.598
20-Apr-23,506530,675,672.75,0.0033,0.0236,0.0235,0.449
20-Apr-23,506532,835.4,879.35,-0.0513,0.0354,0.0355,0.6782
20-Apr-23,506543,6.67,6.67,0,0.0357,0.0356,0.6801
20-Apr-23,506597,269.4,268.05,0.005,0.0324,0.0323,0.6171
20-Apr-23,506605,907.1,915.5,-0.0092,0.0341,0.034,0.6496
20-Apr-23,506640,61.4,61,0.0065,0.0981,0.0978,1.8685
20-Apr-23,506642,121.9,122.1,-0.0016,0.0334,0.0334,0.6381
20-Apr-23,506685,336.3,329.8,0.0195,0.0231,0.0231,0.4413
20-Apr-23,506687,1763.95,1789.5,-0.0144,0.0228,0.0228,0.4356
20-Apr-23,506734,114.15,114,0.0013,0.0285,0.0284,0.5426
20-Apr-23,506808,57.81,58.04,-0.004,0.0357,0.0356,0.6801
20-Apr-23,506852,76.13,76.18,-0.0007,0.0349,0.0348,0.6649
20-Apr-23,506854,1500.6,1533.95,-0.022,0.036,0.0359,0.6859
20-Apr-23,506858,32.96,31.5,0.0453,0.0325,0.0326,0.6228
20-Apr-23,506867,29.6,29.6,0,0.0015,0.0015,0.0287
20-Apr-23,506879,743,727.85,0.0206,0.0328,0.0327,0.6247
20-Apr-23,506906,3.12,3.17,-0.0159,0.0555,0.0554,1.0584
20-Apr-23,506910,57.35,55.37,0.0351,0.0304,0.0304,0.5808
20-Apr-23,506919,108.18,108.28,-0.0009,0.029,0.029,0.554
20-Apr-23,506935,63.18,66.5,-0.0512,0.0346,0.0347,0.6629
20-Apr-23,506947,462,462,0,0.019,0.0189,0.3611
20-Apr-23,506975,1.42,1.42,0,0.0305,0.0304,0.5808
20-Apr-23,506979,41.16,43.32,-0.0511,0.0294,0.0296,0.5655
20-Apr-23,506981,131.35,130.85,0.0038,0.0274,0.0273,0.5216
20-Apr-23,507155,96.23,98.72,-0.0255,0.024,0.024,0.4585
20-Apr-23,507180,72.21,73.03,-0.0113,0.0394,0.0393,0.7508
20-Apr-23,507265,78,78,0,0.022,0.022,0.4203
20-Apr-23,507300,3480,3519,-0.0111,0.0324,0.0324,0.619
20-Apr-23,507435,73.8,72.51,0.0176,0.0268,0.0267,0.5101
20-Apr-23,507474,45.1,43.12,0.0449,0.032,0.0321,0.6133
20-Apr-23,507486,66.46,63.3,0.0487,0.0381,0.0381,0.7279
20-Apr-23,507498,16.89,17.16,-0.0159,0.0351,0.035,0.6687
20-Apr-23,507508,5.56,5.78,-0.0388,0.036,0.036,0.6878
20-Apr-23,507515,28.41,29.9,-0.0511,0.0361,0.0362,0.6916
20-Apr-23,507598,123.77,121.96,0.0147,0.0345,0.0345,0.6591
20-Apr-23,507609,23.71,23.71,0,0.0139,0.0138,0.2636
20-Apr-23,507621,610,598,0.0199,0.0239,0.0238,0.4547
20-Apr-23,507645,10507.5,10125.25,0.0371,0.0252,0.0253,0.4834
20-Apr-23,507690,110.8,112.75,-0.0174,0.0335,0.0334,0.6381
20-Apr-23,507753,114.99,114.51,0.0042,0.0336,0.0335,0.64
20-Apr-23,507759,22,22.18,-0.0081,0.0379,0.0379,0.7241
20-Apr-23,507808,58.9,58.9,0,0.0205,0.0204,0.3897
20-Apr-23,507813,84.51,85.55,-0.0122,0.0378,0.0377,0.7203
20-Apr-23,507817,139.95,141,-0.0075,0.0389,0.0388,0.7413
20-Apr-23,507828,4.46,4.5,-0.0089,0.0396,0.0395,0.7546
20-Apr-23,507833,1.87,1.8,0.0382,0.0335,0.0335,0.64
20-Apr-23,507836,481.05,462.25,0.0399,0.0344,0.0344,0.6572
20-Apr-23,507852,32.69,33.8,-0.0334,0.0359,0.0359,0.6859
20-Apr-23,507864,30,30.13,-0.0043,0.0373,0.0372,0.7107
20-Apr-23,507872,31.24,32.77,-0.0478,0.0311,0.0312,0.5961
20-Apr-23,507912,80.97,78.83,0.0268,0.031,0.031,0.5923
20-Apr-23,507917,23.72,24.96,-0.051,0.0127,0.0132,0.2522
20-Apr-23,507938,7.03,7.03,0,0.0124,0.0124,0.2369
20-Apr-23,507944,1032,1031.15,0.0008,0.0331,0.033,0.6305
20-Apr-23,507946,64.6,68,-0.0513,0.0454,0.0454,0.8674
20-Apr-23,507948,50.8,51.35,-0.0108,0.0285,0.0285,0.5445
20-Apr-23,507952,3.15,3.15,0,0,0,0
20-Apr-23,507960,148.45,142.4,0.0416,0.0241,0.0242,0.4623
20-Apr-23,507962,14.09,14.09,0,0.0095,0.0094,0.1796
20-Apr-23,507966,28.15,28.85,-0.0246,0.0336,0.0336,0.6419
20-Apr-23,507970,33.26,34.83,-0.0461,0.0417,0.0417,0.7967
20-Apr-23,507981,43.01,42.74,0.0063,0.0329,0.0328,0.6266
20-Apr-23,507987,3.14,3.14,0,0.0029,0.0029,0.0554
20-Apr-23,507998,45.86,44.5,0.0301,0.0345,0.0345,0.6591
20-Apr-23,508136,264,266,-0.0075,0.0299,0.0299,0.5712
20-Apr-23,508486,6166.05,6235,-0.0111,0.0127,0.0127,0.2426
20-Apr-23,508494,53.75,54.4,-0.012,0.0237,0.0237,0.4528
20-Apr-23,508571,80.99,78.99,0.025,0.0314,0.0314,0.5999
20-Apr-23,508664,46.8,46.8,0,0.0308,0.0307,0.5865
20-Apr-23,508670,3343.95,3400,-0.0166,0.0191,0.0191,0.3649
20-Apr-23,508807,458.65,460.95,-0.005,0.0255,0.0254,0.4853
20-Apr-23,508867,9.1,9.1,0,0,0,0
20-Apr-23,508875,264.95,254.9,0.0387,0.0386,0.0386,0.7375
20-Apr-23,508905,39.02,38.68,0.0088,0.0351,0.0351,0.6706
20-Apr-23,508918,28,28,0,0.0393,0.0392,0.7489
20-Apr-23,508922,7.53,7.58,-0.0066,0.0404,0.0403,0.7699
20-Apr-23,508941,360,358.65,0.0038,0.0163,0.0163,0.3114
20-Apr-23,508954,80.25,74.49,0.0745,0.0402,0.0404,0.7718
20-Apr-23,508956,3.8,3.85,-0.0131,0.0361,0.036,0.6878
20-Apr-23,508961,31.25,31.25,0,0.0024,0.0023,0.0439
20-Apr-23,508969,3.61,3.75,-0.038,0.0349,0.0349,0.6668
20-Apr-23,508980,3.04,3.1,-0.0195,0.019,0.019,0.363
20-Apr-23,508993,2.45,2.45,0,0,0,0
20-Apr-23,508996,0.71,0.68,0.0432,0.0311,0.0312,0.5961
20-Apr-23,509003,0.13,0.13,0,0,0,0
20-Apr-23,509026,65.94,65.94,0,0.0202,0.0201,0.384
20-Apr-23,509038,15.7,15.7,0,0.0108,0.0108,0.2063
20-Apr-23,509040,60.49,62.71,-0.036,0.0392,0.0391,0.747
20-Apr-23,509048,29.89,29.96,-0.0023,0.0341,0.0341,0.6515
20-Apr-23,509051,1.41,1.44,-0.0211,0.0378,0.0377,0.7203
20-Apr-23,509053,13.25,13.35,-0.0075,0.0421,0.042,0.8024
20-Apr-23,509073,17.67,17.5,0.0097,0.0274,0.0273,0.5216
20-Apr-23,509084,96.05,100.05,-0.0408,0.035,0.0351,0.6706
20-Apr-23,509162,104.91,105.23,-0.003,0.0283,0.0282,0.5388
20-Apr-23,509196,112.83,116.4,-0.0312,0.0389,0.0388,0.7413
20-Apr-23,509423,16.14,15.7,0.0276,0.0373,0.0373,0.7126
20-Apr-23,509438,3620.75,3723.35,-0.0279,0.0269,0.0269,0.5139
20-Apr-23,509449,47.14,45.61,0.033,0.035,0.035,0.6687
20-Apr-23,509470,10698.1,10706.05,-0.0007,0.0259,0.0259,0.4948
20-Apr-23,509472,327.95,330,-0.0062,0.039,0.0389,0.7432
20-Apr-23,509486,102.9,100.2,0.0266,0.0346,0.0346,0.661
20-Apr-23,509525,711.2,709.25,0.0027,0.0207,0.0207,0.3955
20-Apr-23,509546,23.1,24.54,-0.0605,0.0374,0.0375,0.7164
20-Apr-23,509563,9.3,9.2,0.0108,0.0373,0.0372,0.7107
20-Apr-23,509597,409.95,400,0.0246,0.0413,0.0412,0.7871
20-Apr-23,509650,36.9,36.9,0,0.0017,0.0017,0.0325
20-Apr-23,509760,16.9,16.9,0,0.0361,0.036,0.6878
20-Apr-23,509835,12.57,14.29,-0.1282,0.0444,0.0452,0.8635
20-Apr-23,509845,405.65,405.65,0,0.0116,0.0115,0.2197
20-Apr-23,509870,55.1,55.1,0,0.0003,0.0003,0.0057
20-Apr-23,509887,215.25,215.25,0,0.0087,0.0086,0.1643
20-Apr-23,509895,206.45,207.65,-0.0058,0.0274,0.0273,0.5216
20-Apr-23,509910,71.6,71.6,0,0.0358,0.0357,0.682
20-Apr-23,509945,411,411.5,-0.0012,0.0332,0.0331,0.6324
20-Apr-23,509960,620.15,609,0.0181,0.0322,0.0321,0.6133
20-Apr-23,510245,5.1,5.09,0.002,0.0328,0.0328,0.6266
20-Apr-23,511000,11.36,11.75,-0.0338,0.0376,0.0376,0.7183
20-Apr-23,511012,0.71,0.7,0.0142,0.0299,0.0298,0.5693
20-Apr-23,511016,4.5,4.7,-0.0435,0.0521,0.052,0.9935
20-Apr-23,511018,29.8,28.68,0.0383,0.0277,0.0278,0.5311
20-Apr-23,511048,5.18,5.18,0,0,0,0
20-Apr-23,511060,17,17,0,0,0,0
20-Apr-23,511066,28.82,30.68,-0.0625,0.0329,0.0331,0.6324
20-Apr-23,511074,639.15,639.15,0,0.0107,0.0106,0.2025
20-Apr-23,511092,18.64,18.41,0.0124,0.0138,0.0138,0.2636
20-Apr-23,511096,12,12,0,0,0,0
20-Apr-23,511110,10.33,9.85,0.0476,0.038,0.038,0.726
20-Apr-23,511116,1.05,1.06,-0.0095,0.0371,0.037,0.7069
20-Apr-23,511122,37.9,37.91,-0.0003,0.0225,0.0224,0.428
20-Apr-23,511131,8.52,8.6,-0.0093,0.0403,0.0402,0.768
20-Apr-23,511147,30.98,30.87,0.0036,0.0439,0.0438,0.8368
20-Apr-23,511153,22.68,22.16,0.0232,0.0911,0.0908,1.7347
20-Apr-23,511169,4.12,4.12,0,0.0236,0.0236,0.4509
20-Apr-23,511176,28.31,28.31,0,0.0186,0.0185,0.3534
20-Apr-23,511185,6.03,6.03,0,0.0019,0.0019,0.0363
20-Apr-23,511187,1.46,1.44,0.0138,0.034,0.0339,0.6477
20-Apr-23,511200,150.8,150.8,0,0.0128,0.0128,0.2445
20-Apr-23,511246,5.42,5.7,-0.0504,0.0136,0.014,0.2675
20-Apr-23,511254,61.75,61.75,0,0,0,0
20-Apr-23,511260,15.85,15.85,0,0.0042,0.0042,0.0802
20-Apr-23,511355,9.47,9.5,-0.0032,0.036,0.0359,0.6859
20-Apr-23,511359,51.84,50.47,0.0268,0.0424,0.0424,0.8101
20-Apr-23,511377,16.04,16.04,0,0.0359,0.0358,0.684
20-Apr-23,511391,21.4,21.73,-0.0153,0.0329,0.0328,0.6266
20-Apr-23,511401,4.45,4.45,0,0.017,0.017,0.3248
20-Apr-23,511411,23.02,23.55,-0.0228,0.0419,0.0418,0.7986
20-Apr-23,511441,24.02,22.88,0.0486,0.036,0.0361,0.6897
20-Apr-23,511447,29.91,30.35,-0.0146,0.0298,0.0298,0.5693
20-Apr-23,511451,6.72,6.72,0,0.0289,0.0288,0.5502
20-Apr-23,511463,18.26,17.7,0.0311,0.0271,0.0271,0.5177
20-Apr-23,511493,33.21,34.2,-0.0294,0.0328,0.0328,0.6266
20-Apr-23,511501,25.8,25.84,-0.0015,0.0363,0.0362,0.6916
