"code_date","code_name","code_value"
"2018-07-22","MONEY_CONTROL_STOCK_CODES","3M India: MI42:3mindia| 8K Miles Soft: PMS01:8kmilessoftwareservices| Aarti Ind: AI45:aartiindustries| Aban Offshore: AO04:abanoffshore| ABB India: ABB:abbindia| Abbott India: AI51:abbottindia| ACC: ACC06:acc| Adani Enterpris: AE13:adanienterprises| Adani Ports: MPS:adaniportsspecialeconomiczone| Adani Power: AP11:adanipower| Adani Trans: AT22:adanitransmission| Aditya Birla F: PFR:adityabirlafashionretail| Advanced Enzyme: AET:advancedenzymetechnologies| Aegis Logistics: AL9:aegislogistics| AIA Engineering: AIE01:aiaengineering| Ajanta Pharma: AP22:ajantapharma| Akzo Nobel: ICI:akzonobelindia| Alembic Pharma: AP35:alembicpharmaceuticals| Alkem Lab: AL05:alkemlaboratories| Allahabad Bank: AB15:allahabadbank| Allcargo: AGL02:allcargologistics| Amara Raja Batt: ARB:amararajabatteries| Ambuja Cements: AC18:ambujacements| Andhra Bank: AB14:andhrabank| Apar Ind: AI40:aparindustries| APL Apollo: BT09:aplapollotubes| Apollo Hospital: AHE:apollohospitalsenterprises| Apollo Tyres: AT14:apollotyres| Arvind: A18:arvind| Asahi India: AIG01:asahiindiaglass| Ashok Leyland: AL:ashokleyland| Ashoka Buildcon: AB:ashokabuildcon| Asian Paints: AP31:asianpaints| Astra Microwave: AMP01:astramicrowaveproducts| Astral Poly Tec: APT02:astralpolytechnik| AstraZeneca: AZP:astrazenecapharma| Atul: A06:atul| Aurobindo Pharm: AP:aurobindopharma| Avanti Feeds: AF21:avantifeeds| Avenue Supermar: AS19:avenuesupermarts| Axis Bank: AB16:axisbank| Bajaj Auto: BA10:bajajauto| Bajaj Corp: BC02:bajajcorp| Bajaj Electric: BE:bajajelectricals| Bajaj Finance: BAF:bajajfinance| Bajaj Finserv: BF04:bajajfinserv| Bajaj Hind: BH06:bajajhindusthan| Bajaj Holdings: BHI:bajajholdingsinvestment| Balkrishna Ind: BI03:balkrishnaindustries| Balmer Lawrie: BLC:balmerlawriecompany| Balrampur Chini: BCM:balrampurchinimills| Bank of Baroda: BOB:bankofbaroda| Bank of India: BOI:bankofindia| Bank of Mah: BM05:bankmaharashtra| BASF: BAS:basfindia| Bata India: BI01:bataindia| Bayer CropScien: BC12:bayercropscience| BEML: BEM03:beml| Berger Paints: BPI02:bergerpaintsindia| BF Utilities: BFU:bfutilities| Bharat Elec: BE03:bharatelectronics| Bharat Fin: SM11:bharatfinancialinclusion| Bharat Forge: BF03:bharatforge| Bharti Airtel: BA08:bhartiairtel| Bharti Infratel: BI14:bhartiinfratel| BHEL: BHE:bharatheavyelectricals| Biocon: BL03:biocon| Birla Corp: BC07:birlacorporation| Bliss GVS: BGV:blissgvspharma| Blue Dart: BDE:bluedartexpress| Blue Star: BS:bluestar| Bombay Burmah: BBT:bombayburmahtradingcorporation| Bombay Dyeing: BDM:bombaydyeingmanufacturingcompany| Bosch: B05:bosch| BPCL: BPC:bharatpetroleumcorporation| Britannia: BI:britanniaindustries| Cadila Health: CHC:cadilahealthcare| Can Fin Homes: CFH:canfinhomes| Canara Bank: CB06:canarabank| Capital First: FCH:capitalfirst| Caplin Labs: CPL:caplinpointlaboratories| Carborundum: CU:carborundumuniversal| CARE: CAR:creditanalysisresearch| Castrol: CI01:castrolindia| CCL Products: CC10:cclproductsindia| Ceat: C07:ceat| Central Bank: CBO01:centralbankindia| Century: CTI:centurytextilesindustries| CenturyPlyboard: CP9:centuryplyboards| Cera Sanitary: CS18:cerasanitaryware| CESC: CES:cesc| CG Consumer: CGC01:cromptongreavesconsumerelectrical| CG Power: CG:cgpowerindustrialsolutions| Chambal Fert: CFC:chambalfertiliserschemicals| Chennai Petro: CPC02:chennaipetroleumcorporation| Cholamandalam: CDB:cholamandalaminvestmentfinancecompany| Cipla: C:cipla| City Union Bank: CUB:cityunionbank| Coal India: CI11:coalindia| Coffee Day: CDE:coffeedayenterprises| Colgate: CPI:colgatepalmoliveindia| Container Corp: CCI:containercorporationindia| Coromandel Int: CI45:coromandelinternational| Corporation Bk: CB:corporationbank| Cox & Kings: CK:coxkings| CRISIL: CRI:crisil| Cummins: CI02:cumminsindia| Cyient: IE07:cyient| Dabur India: DI:daburindia| Dalmia Bharat: DBE:dalmiabharat| DB Corp: C13:dbcorp| DCB Bank: DCB01:dcbbank| DCM Shriram: DCM02:dcmshriram| Deepak Fert: DFP:deepakfertilizerspetrochemicalscoprn| Delta Corp: DC11:deltacorp| Den Networks: DN02:dennetworks| Dena Bank: DB:denabank| Dewan Housing: DHF:dewanhousingfinancecorporation| Dhanuka Agritec: DA01:dhanukaagritech| Dilip Buildcon: DB04:dilipbuildcon| Dish TV: DTV:dishtvindia| Divis Labs: DL03:divislaboratories| DLF: D04:dlf| Dr Lal PathLab: DLP01:drlalpathlabs| Dr Reddys Labs: DRL:drreddyslaboratories| eClerx Services: eS06:eclerxservices| Edelweiss: EC01:edelweissfinancialservices| Eicher Motors: EM:eichermotors| EID Parry: EID:eidparryindia| EIH: EIH:eih| Elgi Equipments: EE01:elgiequipments| Emami: E06:emami| Endurance Techn: ET01:endurancetechnologies| EngineersInd: EI14:engineersindia| Ent Network Ind: ENI:entertainmentnetworkindia| Equitas Holding: EH03:equitasholdings| Eros Intl: EIM:erosinternationalmedia| Escorts: E:escorts| Essel Propack: EP11:esselpropack| Eveready Ind: EII02:evereadyindustriesindia| Exide Ind: EI:exideindustries| FDC: FDC:fdc| Federal Bank: FB:federalbank| Finolex Cables: FC01:finolexcables| Finolex Ind: FI:finolexindustries| Firstsource Sol: FS07:firstsourcesolutions| Force Motors: FM01:forcemotors| Fortis Health: FH:fortishealthcare| Future Consumer: FVI:futureconsumer| Future Life: FLF01:futurelifestylefashions| Future Retail: FR:futureretail| GAIL: GAI:gailindia| Gateway Distri: GD01:gatewaydistriparks| Gati: G04:gati| Gayatri Project: GP10:gayatriprojects| GE Power India: AP29:gepowerindia| GE Shipping: GES:greateasternshippingcompany| GE T&D; India: ATD:getdindia| GIC Housing Fin: GIC:gichousingfinance| Gillette India: GI22:gilletteindia| GlaxoSmith Con: GSC04:glaxosmithklineconsumerhealthcare| GlaxoSmithKline: GSK:glaxosmithklinepharmaceuticals| Glenmark: GP08:glenmarkpharma| GMR Infra: GI27:gmrinfrastructure| GNFC: GNV:gujaratnarmadavalleyfertilizerschemicals| Godfrey Phillip: GPI:godfreyphillipsindia| Godrej Consumer: GCP:godrejconsumerproducts| Godrej Ind: GI23:godrejindustries| Godrej Prop: GP11:godrejproperties| Granules India: GI25:granulesindia| Grasim: GI01:grasimindustries| Greaves Cotton: GC20:greavescotton| Greenply Ind: GI19:greenplyindustries| Grindwell Norto: GN:grindwellnorton| GRUH Finance: GRU:gruhfinance| GSFC: GSF:gujaratstatefertilizerschemicals| Guj Alkali: GAC01:gujaratalkalieschemicals| Guj Flourochem: GF07:gujaratfluorochemicals| Guj Heavy Chem: GHC:gujaratheavychemicals| Guj Mineral: GMD:gujaratmineraldevelopmentcorporation| Guj State Petro: GSP02:gujaratstatepetronet| Gujarat Gas: GGC:gujaratgas| Gujarat Pipavav: GPP03:gujaratpipavavport| Gulf Oil Lubric: GOL01:gulfoillubricantsindia| Hathway Cable: HCD:hathwaycabledatacom| Hatsun Agro: HAP:hatsunagroproducts| Havells India: HI01:havellsindia| HCL Info: HCL:hclinfosystems| HCL Tech: HCL02:hcltechnologies| HDFC: HDF:housingdevelopmentfinancecorporation| HDFC Bank: HDF01:hdfcbank| HDIL: HDI:housingdevelopmentinfrastructure| Heidelberg Cem: HCI02:heidelbergcementindia| Heritage Foods: HFI:heritagefoods| Hero Motocorp: HHM:heromotocorp| Hexaware Tech: HT02:hexawaretechnologies| HFCL: HFC:himachalfuturisticcommunication| Himatsingka Sei: HS:himatsingkaseide| Hind Constr: HCC:hindustanconstructioncompany| Hind Copper: HC07:hindustancopper| Hind Zinc: HZ:hindustanzinc| Hindalco: HI:hindalcoindustries| Honeywell Autom: HA04:honeywellautomation| HPCL: HPC:hindustanpetroleumcorporation| HSIL: HSI02:hsil| HUL: HU:hindustanunilever| ICICI Bank: ICI02:icicibank| ICICI Prudentia: IPL01:iciciprudentiallifeinsurancecompany| ICRA: ICR:icra| IDBI Bank: IDB05:idbibank| Idea Cellular: IC8:ideacellular| IDFC: IDF:idfc| IDFC Bank: IDF01:idfcbank| IFCI: IFC02:ifci| IGL: IG04:indraprasthagas| IIFL Holdings: II15:iiflholdings| ILandFS Trans: ITN:ilandfstransportationnetworks| India Cements: IC:indiacements| Indiabulls Hsg: IHF01:indiabullshousingfinance| Indiabulls Real: IRE01:indiabullsrealestate| Indiabulls Vent: IS13:indiabullsventures| Indian Bank: IB04:indianbank| Indian Hotels: IHC:indianhotelscompany| Indo Count: ICI07:indocountindustries| Indoco Remedies: IR05:indocoremedies| IndusInd Bank: IIB:indusindbank| Infibeam Incorp: IIL03:infibeamincorporation| Info Edge: IEI01:infoedgeindia| Infosys: IT:infosys| Ingersoll Rand: IRI01:ingersollrandindia| INOX Leisure: INO01:inoxleisure| Inox Wind: IW:inoxwind| Intellect Desig: IDA:intellectdesignarena| Interglobe Avi: IA04:interglobeaviation| IOB: IOB:indianoverseasbank| IOC: IOC:indianoilcorporation| Ipca Labs: IL:ipcalaboratories| IRB Infra: IID01:irbinfrastructuredevelopers| ISGEC Heavy Eng: SIS06:isgecheavyengineering| ITC: ITC:itc| ITD Cementation: ITD03:itdcementationindia| J Kumar Infra: KI01:jkumarinfraprojects| J. K. Cement: JKC03:jkcement| JagranPrakashan: JP12:jagranprakashan| Jai Corp: JC08:jaicorp| Jain Irrigation: JIS02:jainirrigationsystems| Jaiprakash Asso: JA02:jaiprakashassociates| JB Chemicals: JBC01:jbchemicalspharmaceuticals| JBF Industries: JBF:jbfindustries| Jet Airways: JA01:jetairways| Jindal (Hisar): JSH:jindalstainlesshisar| Jindal PolyFilm: JPF01:jindalpolyfilms| Jindal Saw: JS08:jindalsaw| Jindal Steel: JSP:jindalsteelpower| JK Bank: JKB:jammukashmirbank| JK Lakshmi Cem: JKL01:jklakshmicement| JK Tyre & Ind: JKT01:jktyreindustries| JM Financial: JMF:jmfinancial| Johnson Control: HHL:johnsoncontrolshitachiairconditioningindia| JSW Energy: JE01:jswenergy| JSW Steel: JSW01:jswsteel| Jubilant Food: JF04:jubilantfoodworks| Jubilant Life: JO03:jubilantlifesciences| Just Dial: JD:justdial| Jyothy Labs: JL:jyothylaboratories| Kajaria Ceramic: KC06:kajariaceramics| Kalpataru Power: KPT:kalpatarupowertransmission| Kansai Nerolac: KNP:kansainerolacpaints| Karnataka Bank: KB04:karnatakabank| Kaveri Seed: KSC01:kaveriseedcompany| KEC Intl: KEC04:kecinternational| Kesoram: KI08:kesoramindustries| Kirloskar Oil: KOE03:kirloskaroilengines| Kitex Garments: KG01:kitexgarments| Kotak Mahindra: KMB:kotakmahindrabank| KPIT Tech: KPI02:kpittechnologies| KPR Mill: M15:kprmill| KRBL: KRB01:krbl| Kwality: KDI01:kwality| L&T; Finance: LFH:ltfinanceholdings| L&T; Infotech: LI12:larsentoubroinfotech| L&T; Technology: LTS:lttechnologyservices| La Opala RG: LOR:laopalarg| Lakshmi Machine: LMW:lakshmimachineworks| Lakshmi Vilas: LVB:lakshmivilasbank| Larsen: LT:larsentoubro| Laurus Labs: LL05:lauruslabs| LIC Housing Fin: LIC:lichousingfinance| Linde India: BOC:lindeindia| Lupin: L:lupin| M&M;: MM:mahindramahindra| M&M; Financial: MMF04:mahindramahindrafinancialservices| Magma Fincorp: MF20:magmafincorp| Mahanagar Gas: MG02:mahanagargas| Mahindra CIE: MF19:mahindracieautomotive| Mahindra Holida: MHR:mahindraholidaysresortsindia| Mahindra Life: MLD:mahindralifespacedevelopers| Manappuram Fin: MGF01:manappuramfinance| Manpasand Bever: MB04:manpasandbeverages| Marico: M13:marico| Marksans Pharma: MP21:marksanspharma| Maruti Suzuki: MS24:marutisuzukiindia| Max Financial: MI:maxfinancialservices| Max India: MIL16:maxindia| Mcleod: MRI02:mcleodrusselindia| MCX India: MCE:multicommodityexchangeindia| Minda Ind: MI4:mindaindustries| Mindtree: MT13:mindtree| MMTC Ltd: MMT:mmtc| MOIL: M18:moil| Monsanto India: MI39:monsantoindia| Motherson Sumi: MSS01:mothersonsumisystems| Motilal Oswal: MOF01:motilaloswalfinancialservices| MphasiS: MB02:mphasis| MRF: MRF:mrf| MRPL: MRP:mangalorerefinerypetrochemicals| MTNL: MTN:mahanagartelephonenigam| Muthoot Finance: MF10:muthootfinance| NALCO: NAC:nationalaluminiumcompany| Narayana Hruda: NH:narayanahrudayalaya| Natco Pharma: NP07:natcopharma| Nava Bharat Ven: NBV:navabharatventures| Navin Fluorine: NFI:navinfluorineinternational| Navkar Corp: NC02:navkarcorporation| Navneet: NP01:navneeteducation| NBCC (India): NBC01:nbccindia| NCC: NCC01:ncc| Nestle: NI:nestleindia| Network 18: NMI:network18mediainvestments| NHPC: N07:nhpc| NIIT: NII:niit| NIIT Tech: NII02:niittechnologies| Nilkamal: NP08:nilkamal| NLC India: NLC:nlcindia| NMDC: NMD02:nmdc| NTPC: NTP:ntpc| Oberoi Realty: OR:oberoirealty| OCL India: OCL:oclindia| Oil India: OI13:oilindia| Omaxe: O02:omaxe| ONGC: ONG:oilnaturalgascorporation| Oracle Fin Serv: OFS01:oraclefinancialservicessoftware| Orient Cement: OC10:orientcement| Oriental Bank: OBC:orientalbankcommerce| P and G: PGH:proctergamblehygienehealthcare| Page Industries: PI35:pageindustries| Parag Milk Food: PMF01:paragmilkfoods| PC Jeweller: PJ:pcjeweller| Persistent: PS15:persistentsystems| Petronet LNG: PLN:petronetlng| Pfizer: P:pfizer| Phoenix Mills: PM02:phoenixmills| PI Industries: PII:piindustries| Pidilite Ind: PI11:pidiliteindustries| Piramal Enter: PH05:piramalenterprises| PNB: PNB05:punjabnationalbank| PNB Housing Fin: PHF:pnbhousingfinance| PNC Infratech: PI26:pncinfratech| Polaris Consult: PSL01:polarisconsultingservices| Power Finance: PFC02:powerfinancecorporation| Power Grid Corp: PGC:powergridcorporationindia| Praj Industries: PI17:prajindustries| Prestige Estate: PEP02:prestigeestatesprojects| Prism Cement: PC:prismjohnson| PTC India: PTC02:ptcindia| PTC India Fin: PIF02:ptcindiafinancialservices| PVR: PVR:pvr| Radico Khaitan: RK01:radicokhaitan| Rain Industries: RC12:rainindustries| Rajesh Exports: RE07:rajeshexports| Rallis India: RI03:rallisindia| Ramco Cements: MC:theramcocements| Rashtriya Chem: RCF01:rashtriyachemicalsfertilisers| Ratnamani Metal: RMT:ratnamanimetalstubes| Rattan Power: IP09:rattanindiapower| Raymond: R:raymond| RBL Bank: RB03:rblbank| REC: REC02:ruralelectrificationcorporation| Redington: RI37:redingtonindia| Rel Capital: RC:reliancecapital| Relaxo Footwear: RF07:relaxofootwears| Reliance: RI:relianceindustries| Reliance Comm: RC13:reliancecommunications| Reliance Infra: RI38:relianceinfrastructure| Reliance Naval: PS04:reliancenavalengineering| Reliance Power: RP:reliancepower| Religare Enterp: RE09:religareenterprises| Repco Home: RHF:repcohomefinance| Rolta: RI15:roltaindia| S H Kelkar: KC17:shkelkarcompany| Sadbhav Engg: SE19:sadbhavengineering| SAIL: SAI:steelauthorityindia| Sanofi India: AP26:sanofiindia| SBI: SBI:statebankindia| Schaeffler Ind: FAG:schaefflerindia| Schneider Infra: SEI04:schneiderelectricinfrastructure| Sequent Scienti: PID01:sequentscientific| Sharda Crop: SC04:shardacropchem| Sheela Foam: SF14:sheelafoam| Shilpa: SM19:shilpamedicare| Shipping Corp: SCI:shippingcorporationindia| Shoppers Stop: SS51:shoppersstop| Shree Cements: SC12:shreecements| Shree Renuka: SRS03:shreerenukasugars| Shriram City: SCU:shriramcityunionfinance| Shriram Trans: STF:shriramtransportfinancecorporation| Siemens: S:siemens| Siti Networks: WWI:sitinetworks| SJVN: S11:sjvn| SKF India: SKF01:skfindia| SML Isuzu: SM:smlisuzu| Sobha: SD6:sobha| Solar Ind: SII04:solarindustriesindia| Somany Ceramics: SC49:somanyceramics| Sonata: SS42:sonatasoftware| South Ind Bk: SIB:southindianbank| SpiceJet: SJ01:spicejet| SREI Infra: SRE02:sreiinfrastructurefinance| SRF: SRF:srf| Sterlite Techno: ST20:sterlitetechnologies| Strides Shasun: SA10:stridesshasun| Sudarshan Chem: SCI08:sudarshanchemicalindustries| Sun Pharma: SPI:sunpharmaceuticalindustries| Sun Pharma Adv: SPA:sunpharmaadvancedresearchcompany| Sun TV Network: STN01:suntvnetwork| Sundram: SF23:sundramfasteners| Sunteck Realty: SR05:sunteckrealty| Supreme Ind: SI48:supremeindustries| Suven Life Sci: SLS01:suvenlifesciences| Suzlon Energy: SE17:suzlonenergy| Swan Energy: SM09:swanenergy| Symphony: SCS04:symphony| Syndicate Bank: SB9:syndicatebank| Syngene Intl: SI10:syngeneinternational| Take Solutions: TS09:takesolutions| Tamil Newsprint: TNN:tamilnadunewsprintpapers| Tata Chemicals: TC:tatachemicals| Tata Coffee: TC14:tatacoffee| Tata Comm: TC17:tatacommunications| Tata Elxsi: TE:tataelxsi| Tata Global Bev: TT:tataglobalbeverage| Tata Inv Corp: TIC:tatainvestmentcorporation| Tata Motors: TM03:tatamotors| Tata Motors (D): TMD:tatamotorsdvr| Tata Power: TPC:tatapowercompany| Tata Sponge: TSI:tataspongeiron| Tata Steel: TIS:tatasteel| TCS: TCS:tataconsultancyservices| Tech Mahindra: TM4:techmahindra| Techno Electric: TEE:technoelectricengineeringcompany| Texmaco Rail: TRE:texmacorailengineering| Thermax: T:thermax| Thomas Cook: TCI:thomascookindia| Thyrocare Techn: TT16:thyrocaretechnologies| TI Financial: TII:tifinancialholdings| Timken: TI23:timkenindia| Titagarh Wagons: TW04:titagarhwagons| Titan Company: TI01:titancompany| Torrent Pharma: TP06:torrentpharmaceuticals| Torrent Power: TP14:torrentpower| Trent: T04:trent| Trident: AI01:trident| Triveni Turbine: TT14:triveniturbine| TTK Prestige: TTK02:ttkprestige| TV TodayNetwork: TVT:tvtodaynetwork| TV18 Broadcast: IBN:tv18broadcast| TVS Motor: TVS:tvsmotorcompany| TVS Srichakra: TVS03:tvssrichakra| UCO Bank: UCO:ucobank| Uflex: U01:uflex| Ujjivan Financi: UFS01:ujjivanfinancialservices| UltraTechCement: UTC01:ultratechcement| Unichem Labs: UL02:unichemlaboratories| Union Bank: UBI01:unionbankindia| Unitech: U:unitech| United Brewerie: UB02:unitedbreweries| UPL: UP04:upl| V-Guard Ind: VI02:vguardindustries| Va Tech Wabag: VTW:vatechwabag| Vakrangee: VS:vakrangee| Vardhman Text: VT10:vardhmantextiles| Varun Beverages: VB05:varunbeverages| Vedanta: SG:vedanta| Videocon Ind: VLF:videoconindustries| Vijaya Bank: VB03:vijayabank| Vinati Organics: VO01:vinatiorganics| VIP Industries: VIP:vipindustries| Voltas: V:voltas| VST: VST:vstindustries| WABCO India: WAB:wabcoindia| Welspun Corp: WGS:welspuncorp| Welspun India: WI03:welspunindia| Westlife Dev: DIC:westlifedevelopment| Whirlpool: WI:whirlpoolindia| Wipro: W:wipro| Wockhardt: W05:wockhardt| Wonderla: WH01:wonderlaholidays| Yes Bank: YB:yesbank| Zee Entertain: ZEE:zeeentertainmententerprises| Zensar Tech: ZT02:zensartechnologies"
"2018-08-03","ratios"," Asset Turnover Ratio (per):asset_turnover_ratio| Basic EPS (Rs.):basic_eps| Book Value [Excl. Reval Reserve]/Share (Rs.):book_value_per_share_excl_reval| Book Value [ExclRevalReserve]/Share (Rs.):book_value_per_share_excl_reval| Book Value [Incl. Reval Reserve]/Share (Rs.):book_value_per_share_incl_reval| Book Value [InclRevalReserve]/Share (Rs.):book_value_per_share_incl_reval| Business/ Branches (Rs.):business_per_branch| Business/ Employee (Rs.):business_per_employ| Cash Earnings Retention Ratio (per):cash_earnings_retention_ratio| Cash EPS (Rs.):cash_eps| Cost to Income (per):cost_to_income| Current Ratio (X):current_ratio| Diluted EPS (Rs.):diluted_eps| Dividend  Payout Ratio (NP) (per):dividend_payout_ratio_np| Dividend / Share(Rs.):dividend _per_share| Dividend Payout Ratio (CP) (per):dividend_payout_ratio_cp| Dividend/Share (Rs.):dividend _per_share| Earnings Retention Ratio (per):earnings_retention_ratio| Earnings Yield:earnings_yield| Earnings Yield (X):earnings_yield| Enterprise Value (Cr.):enterprise_value | Enterprise Value (Rs. Cr):enterprise_value | EV Per Net Sales (X):ev_to_net_sales| EV/EBITDA (X):ev_to_ebitda| EV/Net Operating Revenue (X):ev_to_net_operating_revenue| Interest Expenses/Total Assets (per):interest_expenses_to_total_assets| Interest Income/ Branch (Rs.):interest_income_per_branch| Interest Income/ Employee (Rs.):interest_income_per_employee| Interest Income/Total Assets (per):interest_income_to_total_assets| Inventory Turnover Ratio (X):inventory_turnover_ratio| MarketCap/Net Operating Revenue (X):marketcap_to_net_operating_revenue| Net Interest Margin (X):net_interest_margin| Net Profit Margin (per):net_profit_margin| Net Profit/ Branches (Rs.):net_profit_per_branch| Net Profit/ Employee (Rs.):net_profit_per_employee| Net Profit/Share (Rs.):net_profit_per_share| Non-Interest Income/Total Assets (per):non_interest_income_to_total_assets| Operating Expenses/Total Assets (per):operating_expenses_to_total_assets| Operating Profit Margin (per):operating_profit_margin| Operating Profit/Total Assets (per):operating_profit_to_total_assets| Operating Revenue / Share (Rs.):operating_revenue_per_share| PBDIT Margin (per):pbdit_margin| PBDIT/Share (Rs.):pbdit_per_share| PBIT Margin (per):pbit_margin| PBIT/Share (Rs.):pbit_per_share| PBT Margin (per):pbt_margin| PBT/Share (Rs.):pbt_per_share| Price To Book Value (X):price_to_book_value| Price To Sales (X):price_to sales| Price/BV (X):price_to_bv| Price/Net Operating Revenue:price_to_net_operating_revenue| Quick Ratio (X):quick_ratio| Retention Ratios (per):retention_ratios| Return on Assets (per):return_on_assets| Return on Capital Employed (per):return_on_capital_employed| Return on Equity / Networth (per):return_on_equity| Return on Networth / Equity (per):return_on_equity| Revenue from Operations/Share (Rs.):revenue_from_operations_per_share| Total Debt/Equity (X):debt_to_equity"
